Path,True Label,Predicted Label,Confidence
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000798.png,fake,real,0.6445
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000799.png,fake,real,0.8228
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000804.png,fake,real,0.7178
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000807.png,fake,real,0.7744
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000808.png,fake,real,0.6045
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000809.png,fake,real,0.7402
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000814.png,fake,real,0.6899
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000817.png,fake,real,0.6597
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000818.png,fake,real,0.6416
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000819.png,fake,real,0.6250
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000820.png,fake,real,0.5684
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000825.png,fake,real,0.7578
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000827.png,fake,real,0.7500
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000830.png,fake,real,0.8994
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000831.png,fake,real,0.7930
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000832.png,fake,real,0.7583
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000838.png,fake,real,0.7051
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000839.png,fake,real,0.7295
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000843.png,fake,real,0.6387
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000844.png,fake,real,0.7188
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000845.png,fake,real,0.7798
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000846.png,fake,real,0.6016
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000850.png,fake,real,0.6367
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000852.png,fake,real,0.8633
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000853.png,fake,real,0.8765
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000861.png,fake,real,0.6699
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000862.png,fake,real,0.7891
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000863.png,fake,real,0.6411
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000867.png,fake,real,0.6426
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000869.png,fake,real,0.7490
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000874.png,fake,real,0.5820
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000884.png,fake,real,0.5996
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000888.png,fake,real,0.6465
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000889.png,fake,real,0.5781
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000902.png,fake,real,0.5825
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000911.png,fake,real,0.5859
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000915.png,fake,real,0.5664
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000925.png,fake,real,0.6191
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000935.png,fake,real,0.6064
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000940.png,fake,real,0.6006
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000941.png,fake,real,0.5874
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000947.png,fake,real,0.7139
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000948.png,fake,real,0.6968
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000955.png,fake,real,0.6211
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000956.png,fake,real,0.7852
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000957.png,fake,real,0.8135
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000958.png,fake,real,0.7227
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000962.png,fake,real,0.6396
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000964.png,fake,real,0.8462
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000966.png,fake,real,0.5859
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000970.png,fake,real,0.5508
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000986.png,fake,real,0.5581
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1000987.png,fake,real,0.5869
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001013.png,fake,real,0.5771
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001020.png,fake,real,0.5742
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001034.png,fake,real,0.5957
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001042.png,fake,real,0.7061
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001043.png,fake,real,0.7129
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001046.png,fake,real,0.7607
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001047.png,fake,real,0.7993
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001048.png,fake,real,0.6328
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001049.png,fake,real,0.6348
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001050.png,fake,real,0.8276
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001051.png,fake,real,0.8257
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001052.png,fake,real,0.7690
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001053.png,fake,real,0.8936
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001057.png,fake,real,0.8320
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001058.png,fake,real,0.6865
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001059.png,fake,real,0.8584
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001061.png,fake,real,0.6953
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001063.png,fake,real,0.5811
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001064.png,fake,real,0.6504
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001065.png,fake,real,0.6797
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001069.png,fake,real,0.6709
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001070.png,fake,real,0.5537
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001071.png,fake,real,0.7222
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001072.png,fake,real,0.6855
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001076.png,fake,real,0.7261
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001077.png,fake,real,0.7559
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001078.png,fake,real,0.7109
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001079.png,fake,real,0.7539
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001081.png,fake,real,0.7363
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001082.png,fake,real,0.7417
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001083.png,fake,real,0.7715
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001084.png,fake,real,0.6338
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001085.png,fake,real,0.5620
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001089.png,fake,real,0.5835
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001092.png,fake,real,0.7373
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001094.png,fake,real,0.6426
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001095.png,fake,real,0.5615
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001099.png,fake,real,0.7168
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001100.png,fake,real,0.6387
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001101.png,fake,real,0.6099
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001102.png,fake,real,0.5713
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001103.png,fake,real,0.6729
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001104.png,fake,real,0.6484
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001105.png,fake,real,0.6436
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001107.png,fake,real,0.5840
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001109.png,fake,real,0.5894
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001110.png,fake,real,0.5542
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001111.png,fake,real,0.6064
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001112.png,fake,real,0.7256
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001113.png,fake,real,0.6133
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001114.png,fake,real,0.6040
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001115.png,fake,real,0.7632
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001116.png,fake,real,0.7930
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001117.png,fake,real,0.7031
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001118.png,fake,real,0.5508
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001119.png,fake,real,0.7271
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001120.png,fake,real,0.5640
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001123.png,fake,real,0.7969
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001124.png,fake,real,0.6650
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001125.png,fake,real,0.6768
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001126.png,fake,real,0.5557
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001129.png,fake,real,0.5718
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001130.png,fake,real,0.7998
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001131.png,fake,real,0.7881
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001133.png,fake,real,0.5996
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001136.png,fake,real,0.7246
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001137.png,fake,real,0.8203
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001138.png,fake,real,0.7935
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001139.png,fake,real,0.5547
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001140.png,fake,real,0.6011
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001141.png,fake,real,0.6240
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001142.png,fake,real,0.7109
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001144.png,fake,real,0.5918
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001145.png,fake,real,0.7012
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001146.png,fake,real,0.7490
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001147.png,fake,real,0.6689
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001148.png,fake,real,0.8301
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001152.png,fake,real,0.7266
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001153.png,fake,real,0.6411
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001154.png,fake,real,0.8521
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001156.png,fake,real,0.5996
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001157.png,fake,real,0.6343
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001158.png,fake,real,0.5830
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001159.png,fake,real,0.7476
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001164.png,fake,real,0.7061
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001165.png,fake,real,0.6201
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001166.png,fake,real,0.5576
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001167.png,fake,real,0.7393
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001171.png,fake,real,0.6924
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001172.png,fake,real,0.7471
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001173.png,fake,real,0.7681
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001174.png,fake,real,0.6924
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001176.png,fake,real,0.7275
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001177.png,fake,real,0.6646
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001178.png,fake,real,0.7480
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001179.png,fake,real,0.5557
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001180.png,fake,real,0.7388
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001181.png,fake,real,0.5498
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001184.png,fake,real,0.6611
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001187.png,fake,real,0.7002
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001188.png,fake,real,0.5605
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001194.png,fake,real,0.7432
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001196.png,fake,real,0.6689
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001198.png,fake,real,0.6855
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001199.png,fake,real,0.5728
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001203.png,fake,real,0.5654
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001207.png,fake,real,0.5732
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001208.png,fake,real,0.5820
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001209.png,fake,real,0.5527
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001210.png,fake,real,0.7334
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001211.png,fake,real,0.7612
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001212.png,fake,real,0.7095
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001213.png,fake,real,0.6270
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001214.png,fake,real,0.7778
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001218.png,fake,real,0.6533
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001219.png,fake,real,0.5620
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001222.png,fake,real,0.5645
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001224.png,fake,real,0.6299
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001225.png,fake,real,0.7412
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001226.png,fake,real,0.6562
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001228.png,fake,real,0.5542
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001230.png,fake,real,0.6221
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001231.png,fake,real,0.8633
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001232.png,fake,real,0.7393
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001233.png,fake,real,0.6709
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001237.png,fake,real,0.5830
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001240.png,fake,real,0.7964
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001241.png,fake,real,0.7588
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001242.png,fake,real,0.6631
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001243.png,fake,real,0.7637
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001247.png,fake,real,0.7573
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001248.png,fake,real,0.5615
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001249.png,fake,real,0.7744
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001255.png,fake,real,0.5820
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001259.png,fake,real,0.6548
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001262.png,fake,real,0.5615
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001267.png,fake,real,0.6006
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001268.png,fake,real,0.5952
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001269.png,fake,real,0.6162
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001273.png,fake,real,0.5664
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001279.png,fake,real,0.6089
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001284.png,fake,real,0.6099
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001291.png,fake,real,0.6133
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001298.png,fake,real,0.6045
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001302.png,fake,real,0.6162
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001306.png,fake,real,0.6948
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001319.png,fake,real,0.5571
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001320.png,fake,real,0.6094
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001327.png,fake,real,0.8013
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001328.png,fake,real,0.6875
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001331.png,fake,real,0.6758
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001332.png,fake,real,0.7549
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001333.png,fake,real,0.7129
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001334.png,fake,real,0.6748
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001335.png,fake,real,0.7651
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001336.png,fake,real,0.8398
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001337.png,fake,real,0.7437
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001338.png,fake,real,0.8833
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001342.png,fake,real,0.8315
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001343.png,fake,real,0.7686
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001344.png,fake,real,0.8608
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001345.png,fake,real,0.5566
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001346.png,fake,real,0.6152
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001348.png,fake,real,0.6665
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001349.png,fake,real,0.8652
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001350.png,fake,real,0.7207
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001351.png,fake,real,0.7041
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001353.png,fake,real,0.5996
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001354.png,fake,real,0.7036
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001355.png,fake,real,0.6719
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001356.png,fake,real,0.7217
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001357.png,fake,real,0.8228
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001359.png,fake,real,0.5669
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001361.png,fake,real,0.7261
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001362.png,fake,real,0.7378
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001363.png,fake,real,0.8198
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001364.png,fake,real,0.8320
/workspace/Deepfake_Detection/data_preprocessing/asvsproof_data/test/fake/D_1001365.png,fake,real,0.7334
