Path,True Label,Predicted Label,Confidence
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000860.png,fake,real,0.9186
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000861.png,fake,real,0.8243
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000862.png,fake,real,0.9982
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000863.png,fake,real,0.7322
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000867.png,fake,real,0.7708
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000868.png,fake,real,0.6008
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000869.png,fake,real,0.9801
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000871.png,fake,real,0.5981
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000874.png,fake,real,0.6040
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000875.png,fake,real,0.7626
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000876.png,fake,real,0.6819
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000882.png,fake,real,0.7604
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000885.png,fake,real,0.6548
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000889.png,fake,real,0.7583
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000891.png,fake,real,0.5981
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000893.png,fake,real,0.6509
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000894.png,fake,real,0.7910
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000896.png,fake,real,0.5491
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000899.png,fake,real,0.5435
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000900.png,fake,real,0.5378
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000902.png,fake,real,0.7415
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000903.png,fake,real,0.5815
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000904.png,fake,real,0.5620
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000906.png,fake,real,0.6448
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000908.png,fake,real,0.9099
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000913.png,fake,real,0.8416
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000914.png,fake,real,0.6123
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000917.png,fake,real,0.7229
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000918.png,fake,real,0.5679
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000919.png,fake,real,0.5667
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000920.png,fake,real,0.5867
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000923.png,fake,real,0.8191
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000925.png,fake,real,0.7236
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000927.png,fake,real,0.6394
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000930.png,fake,real,0.8488
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000931.png,fake,real,0.7168
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000932.png,fake,real,0.6838
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000935.png,fake,real,0.5681
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000936.png,fake,real,0.8186
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000937.png,fake,real,0.5957
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000940.png,fake,real,0.7378
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000941.png,fake,real,0.6777
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000944.png,fake,real,0.7188
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000946.png,fake,real,0.6018
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000947.png,fake,real,0.8010
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000948.png,fake,real,0.6929
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000949.png,fake,real,0.6052
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000953.png,fake,real,0.6138
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000956.png,fake,real,0.8812
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000957.png,fake,real,0.9837
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000958.png,fake,real,0.9006
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000962.png,fake,real,0.7997
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000963.png,fake,real,0.5669
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000964.png,fake,real,0.9463
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000966.png,fake,real,0.5522
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000969.png,fake,real,0.5078
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000970.png,fake,real,0.7107
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000978.png,fake,real,0.5542
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000989.png,fake,real,0.6833
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1000999.png,fake,real,0.8440
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001012.png,fake,real,0.6077
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001042.png,fake,real,0.9673
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001043.png,fake,real,0.8762
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001046.png,fake,real,0.9740
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001047.png,fake,real,0.8815
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001048.png,fake,real,0.9636
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001049.png,fake,real,0.8054
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001050.png,fake,real,0.9845
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001051.png,fake,real,0.9885
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001052.png,fake,real,0.9882
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001053.png,fake,real,0.9207
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001056.png,fake,real,0.5396
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001057.png,fake,real,0.9338
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001058.png,fake,real,0.8625
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001059.png,fake,real,0.9957
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001061.png,fake,real,0.9636
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001064.png,fake,real,0.9323
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001065.png,fake,real,0.9324
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001066.png,fake,real,0.9366
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001067.png,fake,real,0.6475
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001069.png,fake,real,0.5254
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001070.png,fake,real,0.7719
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001071.png,fake,real,0.7993
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001072.png,fake,real,0.8622
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001073.png,fake,real,0.8645
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001075.png,fake,real,0.7393
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001076.png,fake,real,0.5239
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001078.png,fake,real,0.9449
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001079.png,fake,real,0.9816
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001080.png,fake,real,0.7432
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001081.png,fake,real,0.9062
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001082.png,fake,real,0.9500
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001083.png,fake,real,0.9354
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001084.png,fake,real,0.9336
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001086.png,fake,real,0.7520
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001089.png,fake,real,0.6643
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001090.png,fake,real,0.8196
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001091.png,fake,real,0.6372
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001092.png,fake,real,0.8778
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001093.png,fake,real,0.7939
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001094.png,fake,real,0.8749
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001095.png,fake,real,0.5198
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001097.png,fake,real,0.7051
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001098.png,fake,real,0.7341
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001099.png,fake,real,0.6316
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001101.png,fake,real,0.6892
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001102.png,fake,real,0.6472
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001103.png,fake,real,0.8422
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001104.png,fake,real,0.9073
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001105.png,fake,real,0.6895
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001107.png,fake,real,0.8748
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001108.png,fake,real,0.9412
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001109.png,fake,real,0.8914
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001110.png,fake,real,0.8783
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001111.png,fake,real,0.9522
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001112.png,fake,real,0.8832
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001113.png,fake,real,0.7567
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001114.png,fake,real,0.8131
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001115.png,fake,real,0.9127
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001116.png,fake,real,0.8395
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001117.png,fake,real,0.9140
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001119.png,fake,real,0.7341
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001120.png,fake,real,0.8070
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001121.png,fake,real,0.8810
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001122.png,fake,real,0.7969
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001123.png,fake,real,0.9255
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001124.png,fake,real,0.7556
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001125.png,fake,real,0.9523
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001126.png,fake,real,0.7734
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001127.png,fake,real,0.9319
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001128.png,fake,real,0.9593
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001129.png,fake,real,0.9517
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001130.png,fake,real,0.9702
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001131.png,fake,real,0.9573
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001134.png,fake,real,0.8870
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001135.png,fake,real,0.6758
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001136.png,fake,real,0.5305
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001137.png,fake,real,0.9702
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001138.png,fake,real,0.9842
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001139.png,fake,real,0.6897
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001140.png,fake,real,0.5596
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001141.png,fake,real,0.9939
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001142.png,fake,real,0.6306
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001143.png,fake,real,0.9505
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001144.png,fake,real,0.7092
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001145.png,fake,real,0.9661
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001146.png,fake,real,0.9853
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001147.png,fake,real,0.9931
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001148.png,fake,real,0.9713
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001151.png,fake,real,0.7078
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001152.png,fake,real,0.9389
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001153.png,fake,real,0.7834
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001154.png,fake,real,0.9937
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001156.png,fake,real,0.7854
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001159.png,fake,real,0.9664
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001160.png,fake,real,0.9296
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001161.png,fake,real,0.8974
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001162.png,fake,real,0.6545
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001163.png,fake,real,0.5378
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001164.png,fake,real,0.6536
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001165.png,fake,real,0.8533
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001166.png,fake,real,0.8698
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001167.png,fake,real,0.8134
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001168.png,fake,real,0.7909
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001170.png,fake,real,0.6382
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001171.png,fake,real,0.5129
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001173.png,fake,real,0.8162
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001174.png,fake,real,0.9713
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001175.png,fake,real,0.5356
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001176.png,fake,real,0.7882
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001177.png,fake,real,0.8101
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001178.png,fake,real,0.8612
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001179.png,fake,real,0.9012
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001180.png,fake,real,0.5625
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001181.png,fake,real,0.8020
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001184.png,fake,real,0.7811
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001185.png,fake,real,0.6621
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001187.png,fake,real,0.9117
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001188.png,fake,real,0.7560
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001189.png,fake,real,0.7078
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001191.png,fake,real,0.7545
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001192.png,fake,real,0.7349
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001193.png,fake,real,0.8823
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001194.png,fake,real,0.5872
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001196.png,fake,real,0.7987
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001197.png,fake,real,0.5967
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001198.png,fake,real,0.8159
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001199.png,fake,real,0.9399
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001200.png,fake,real,0.7576
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001202.png,fake,real,0.8486
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001203.png,fake,real,0.8824
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001204.png,fake,real,0.6199
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001205.png,fake,real,0.6267
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001208.png,fake,real,0.6921
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001209.png,fake,real,0.6641
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001210.png,fake,real,0.9070
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001211.png,fake,real,0.8660
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001212.png,fake,real,0.9376
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001214.png,fake,real,0.7249
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001215.png,fake,real,0.7939
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001216.png,fake,real,0.9291
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001217.png,fake,real,0.9160
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001218.png,fake,real,0.8745
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001219.png,fake,real,0.6550
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001220.png,fake,real,0.7102
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001221.png,fake,real,0.8582
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001222.png,fake,real,0.7953
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001223.png,fake,real,0.8281
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001224.png,fake,real,0.7858
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001225.png,fake,real,0.8488
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001226.png,fake,real,0.8503
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001227.png,fake,real,0.7480
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001229.png,fake,real,0.6772
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001230.png,fake,real,0.5173
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001231.png,fake,real,0.9352
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001232.png,fake,real,0.8802
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001233.png,fake,real,0.9626
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001234.png,fake,real,0.5835
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001235.png,fake,real,0.5283
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001236.png,fake,real,0.8486
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001238.png,fake,real,0.8853
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001240.png,fake,real,0.9728
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001241.png,fake,real,0.6802
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001242.png,fake,real,0.9709
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001243.png,fake,real,0.9702
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001247.png,fake,real,0.8967
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001248.png,fake,real,0.8005
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001249.png,fake,real,0.9509
D:/Deepfake_Detection_project/data_preprocessing/voice_data\test\fake\D_1001251.png,fake,real,0.6135
