List of misclassified samples:
Image Path | True Label | Predicted Label | Predicted Probability
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_18_06__walking_outside_cafe_disgusted__OWJY9LQU_frame0.jpg | Fake | Real | 0.4713
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_777_frame1.jpg | Real | Fake | 0.6366
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_953_974_frame6.jpg | Fake | Real | 0.2923
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_677_frame3.jpg | Real | Fake | 0.5870
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_09_02__walk_down_hall_angry__9TDCEK1Q_frame0.jpg | Fake | Real | 0.3256
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_512_495_frame2.jpg | Fake | Real | 0.4660
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_298_279_frame4.jpg | Fake | Real | 0.1692
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_994_986_frame7.jpg | Fake | Real | 0.4490
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_765_frame9.jpg | Real | Fake | 0.5179
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_03__outside_talking_pan_laughing_frame5.jpg | Real | Fake | 0.5159
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_923_023_frame2.jpg | Fake | Real | 0.4637
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_470_468_frame8.jpg | Fake | Real | 0.3331
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_271_264_frame9.jpg | Fake | Real | 0.4628
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_738_frame9.jpg | Real | Fake | 0.5448
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_363_frame7.jpg | Real | Fake | 0.5324
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_070_057_frame8.jpg | Fake | Real | 0.4520
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_574_frame7.jpg | Real | Fake | 0.5037
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_910_911_frame3.jpg | Fake | Real | 0.4895
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_736_785_frame7.jpg | Fake | Real | 0.4463
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_23__outside_talking_pan_laughing_frame1.jpg | Real | Fake | 0.7279
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_680_486_frame9.jpg | Fake | Real | 0.4059
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_27_06__walking_and_outside_surprised__O7L5Z9U8_frame5.jpg | Fake | Real | 0.2242
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_554_frame0.jpg | Real | Fake | 0.5189
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_922_898_frame9.jpg | Fake | Real | 0.4907
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_358_frame7.jpg | Real | Fake | 0.7271
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_01__walking_and_outside_surprised__02HILKYO_frame5.jpg | Fake | Real | 0.4478
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_359_317_frame9.jpg | Fake | Real | 0.2950
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_101_096_frame7.jpg | Fake | Real | 0.2547
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_357_432_frame7.jpg | Fake | Real | 0.4351
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_295_099_frame0.jpg | Fake | Real | 0.3217
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_911_frame0.jpg | Real | Fake | 0.5846
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_220_219_frame7.jpg | Fake | Real | 0.4321
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_240_290_frame3.jpg | Fake | Real | 0.3238
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_755_759_frame7.jpg | Fake | Real | 0.3639
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_498_433_frame1.jpg | Fake | Real | 0.4733
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_886_877_frame4.jpg | Fake | Real | 0.4198
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_919_015_frame6.jpg | Fake | Real | 0.1975
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_02__walking_and_outside_surprised__HTG660F8_frame0.jpg | Fake | Real | 0.3760
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_337_522_frame8.jpg | Fake | Real | 0.4955
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_07_06__outside_talking_pan_laughing__NMGYPBXE_frame6.jpg | Fake | Real | 0.4164
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_11__secret_conversation_frame0.jpg | Real | Fake | 0.5097
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_27__podium_speech_happy_frame1.jpg | Real | Fake | 0.7490
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_07__walking_outside_cafe_disgusted_frame2.jpg | Real | Fake | 0.5606
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_22_24__walking_and_outside_surprised__7E3GY85F_frame6.jpg | Fake | Real | 0.3072
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_148_133_frame8.jpg | Fake | Real | 0.4240
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_22__outside_talking_pan_laughing_frame9.jpg | Real | Fake | 0.6205
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_989_frame5.jpg | Real | Fake | 0.6433
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_966_988_frame7.jpg | Fake | Real | 0.3070
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_257_frame8.jpg | Real | Fake | 0.5578
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_893_913_frame1.jpg | Fake | Real | 0.3923
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_817_827_frame7.jpg | Fake | Real | 0.3398
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_882_952_frame0.jpg | Fake | Real | 0.3812
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_27__walking_and_outside_surprised_frame7.jpg | Real | Fake | 0.6294
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_425_485_frame8.jpg | Fake | Real | 0.3543
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_196_310_frame8.jpg | Fake | Real | 0.2834
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_17_16__outside_talking_pan_laughing__EWJJTZHY_frame6.jpg | Fake | Real | 0.3448
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_018_frame4.jpg | Real | Fake | 0.5257
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_745_777_frame6.jpg | Fake | Real | 0.3615
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_516_555_frame8.jpg | Fake | Real | 0.4950
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_26_25__walking_outside_cafe_disgusted__0UFFR3U1_frame0.jpg | Fake | Real | 0.4140
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_540_536_frame1.jpg | Fake | Real | 0.4667
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_506_478_frame5.jpg | Fake | Real | 0.4676
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_548_632_frame1.jpg | Fake | Real | 0.4207
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_765_867_frame4.jpg | Fake | Real | 0.4556
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_293_296_frame6.jpg | Fake | Real | 0.4361
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_659_frame0.jpg | Real | Fake | 0.5651
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_776_676_frame0.jpg | Fake | Real | 0.3829
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_655_444_frame3.jpg | Fake | Real | 0.2549
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_303_309_frame2.jpg | Fake | Real | 0.2293
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_08__walk_down_hall_angry_frame4.jpg | Real | Fake | 0.6482
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_274_412_frame0.jpg | Fake | Real | 0.3732
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_566_617_frame3.jpg | Fake | Real | 0.4828
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_03__walking_and_outside_surprised__P1L5PF4I_frame1.jpg | Fake | Real | 0.3837
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_541_523_frame5.jpg | Fake | Real | 0.4660
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_085_124_frame6.jpg | Fake | Real | 0.4692
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_858_frame9.jpg | Real | Fake | 0.5007
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_926_900_frame6.jpg | Fake | Real | 0.4352
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_19__walking_outside_cafe_disgusted_frame8.jpg | Real | Fake | 0.8682
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_675_608_frame8.jpg | Fake | Real | 0.4340
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_02_13__walking_down_indoor_hall_disgust__CP5HFV3K_frame7.jpg | Fake | Real | 0.3394
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_01_12__outside_talking_pan_laughing__TNI7KUZ6_frame2.jpg | Fake | Real | 0.1521
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_140_frame5.jpg | Real | Fake | 0.8861
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_655_444_frame9.jpg | Fake | Real | 0.2422
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_004_frame5.jpg | Real | Fake | 0.5371
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_356_frame8.jpg | Real | Fake | 0.7222
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_227_169_frame7.jpg | Fake | Real | 0.2481
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_23__walking_and_outside_surprised_frame6.jpg | Real | Fake | 0.7583
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_115_939_frame8.jpg | Fake | Real | 0.4947
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_431_447_frame3.jpg | Fake | Real | 0.3370
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_314_347_frame7.jpg | Fake | Real | 0.2388
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_243_156_frame4.jpg | Fake | Real | 0.4205
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_27_25__walking_down_indoor_hall_disgust__GNIMW95Z_frame8.jpg | Fake | Real | 0.4197
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_546_621_frame0.jpg | Fake | Real | 0.4420
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_790_014_frame5.jpg | Fake | Real | 0.4253
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_06__walking_and_outside_surprised_frame0.jpg | Real | Fake | 0.7821
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_680_486_frame6.jpg | Fake | Real | 0.4521
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_828_830_frame8.jpg | Fake | Real | 0.4780
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_561_frame0.jpg | Real | Fake | 0.6157
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_269_frame1.jpg | Real | Fake | 0.5219
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_128_896_frame3.jpg | Fake | Real | 0.4129
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_14__walking_down_indoor_hall_disgust_frame6.jpg | Real | Fake | 0.5238
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_213_frame8.jpg | Real | Fake | 0.5128
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_17__walking_and_outside_surprised_frame9.jpg | Real | Fake | 0.5386
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_765_867_frame2.jpg | Fake | Real | 0.3932
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_12_13__walking_and_outside_surprised__DJ7MF331_frame2.jpg | Fake | Real | 0.4691
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_04_01__exit_phone_room__0XUW13RW_frame1.jpg | Fake | Real | 0.3697
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_235_194_frame8.jpg | Fake | Real | 0.1316
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_07__walk_down_hall_angry_frame2.jpg | Real | Fake | 0.6572
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_545_553_frame9.jpg | Fake | Real | 0.4610
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_308_388_frame8.jpg | Fake | Real | 0.2465
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_22_19__walking_down_indoor_hall_disgust__VK6BF5NV_frame5.jpg | Fake | Real | 0.2408
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_838_frame7.jpg | Real | Fake | 0.5737
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_764_850_frame1.jpg | Fake | Real | 0.2578
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_119_frame0.jpg | Real | Fake | 0.6450
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_115_frame4.jpg | Real | Fake | 0.7710
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_004_982_frame9.jpg | Fake | Real | 0.3056
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_490_534_frame4.jpg | Fake | Real | 0.4304
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_458_frame5.jpg | Real | Fake | 0.6521
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_587_535_frame6.jpg | Fake | Real | 0.4680
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_848_frame6.jpg | Real | Fake | 0.7327
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_508_831_frame2.jpg | Fake | Real | 0.3663
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_770_791_frame0.jpg | Fake | Real | 0.3426
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_12__walking_down_indoor_hall_disgust__N0SRODQD_frame8.jpg | Fake | Real | 0.4334
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_357_432_frame5.jpg | Fake | Real | 0.3413
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_486_frame6.jpg | Real | Fake | 0.6015
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_423_frame1.jpg | Real | Fake | 0.5967
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_786_frame1.jpg | Real | Fake | 0.6212
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_108_052_frame7.jpg | Fake | Real | 0.3387
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_157_frame0.jpg | Real | Fake | 0.5474
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_616_614_frame0.jpg | Fake | Real | 0.3959
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_155_576_frame4.jpg | Fake | Real | 0.2556
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_671_frame6.jpg | Real | Fake | 0.5685
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_570_frame0.jpg | Real | Fake | 0.6600
