sample_id,true_label,face_prob,audio_prob,final_prob,case
sample_0130,real,0.38134765625,0.60986328125,0.48417968750000007,Face Real Voice Fake Final Real
sample_0138,real,0.404052734375,0.5224609375,0.45733642578125,Face Real Voice Fake Final Real
sample_0139,real,0.2545166015625,0.72265625,0.465179443359375,Face Real Voice Fake Final Real
sample_0140,real,0.4486490885416667,0.53076171875,0.4855997721354167,Face Real Voice Fake Final Real
sample_0153,real,0.2449544270833333,0.6337890625,0.4199300130208333,Face Real Voice Fake Final Real
sample_0158,real,0.2537434895833333,0.65380859375,0.4337727864583334,Face Real Voice Fake Final Real
sample_0159,real,0.3591715494791667,0.5009765625,0.4229838053385417,Face Real Voice Fake Final Real
sample_0161,real,0.355224609375,0.5244140625,0.43135986328125003,Face Real Voice Fake Final Real
sample_0162,real,0.399169921875,0.5703125,0.47618408203125007,Face Real Voice Fake Final Real
sample_0164,real,0.3096110026041667,0.6171875,0.44802042643229173,Face Real Voice Fake Final Real
sample_0167,real,0.2963053385416667,0.5478515625,0.4095011393229167,Face Real Voice Fake Final Real
sample_0169,real,0.3688151041666667,0.54736328125,0.4491617838541667,Face Real Voice Fake Final Real
sample_0173,real,0.2368570963541666,0.74609375,0.46601359049479163,Face Real Voice Fake Final Real
sample_0174,real,0.4493815104166667,0.50634765625,0.47501627604166674,Face Real Voice Fake Final Real
sample_0177,real,0.2940673828125,0.578125,0.42189331054687507,Face Real Voice Fake Final Real
sample_0184,real,0.2629801432291667,0.5673828125,0.3999613444010417,Face Real Voice Fake Final Real
sample_0190,real,0.3589680989583333,0.52978515625,0.43583577473958335,Face Real Voice Fake Final Real
sample_0191,real,0.2519938151041667,0.67431640625,0.4420389811197917,Face Real Voice Fake Final Real
sample_0197,real,0.3181966145833333,0.52392578125,0.4107747395833333,Face Real Voice Fake Final Real
sample_0203,real,0.2447102864583333,0.5146484375,0.3661824544270833,Face Real Voice Fake Final Real
sample_0208,real,0.3572591145833333,0.533203125,0.43643391927083336,Face Real Voice Fake Final Real
sample_0214,real,0.3396809895833333,0.5869140625,0.4509358723958333,Face Real Voice Fake Final Real
sample_0225,real,0.4153645833333333,0.52685546875,0.46553548177083337,Face Real Voice Fake Final Real
sample_0229,real,0.3648274739583333,0.576171875,0.4599324544270833,Face Real Voice Fake Final Real
sample_0235,real,0.2638346354166667,0.5869140625,0.4092203776041667,Face Real Voice Fake Final Real
sample_0251,real,0.34912109375,0.53271484375,0.43173828125,Face Real Voice Fake Final Real
sample_0256,real,0.3112589518229167,0.54345703125,0.4157480875651042,Face Real Voice Fake Final Real
sample_0271,real,0.3397623697916667,0.623046875,0.4672403971354167,Face Real Voice Fake Final Real
sample_0272,real,0.3777669270833333,0.55810546875,0.4589192708333334,Face Real Voice Fake Final Real
sample_0274,real,0.397705078125,0.5703125,0.47537841796875,Face Real Voice Fake Final Real
sample_0279,real,0.3828938802083333,0.58203125,0.4725056966145833,Face Real Voice Fake Final Real
sample_0281,real,0.42529296875,0.5283203125,0.4716552734375,Face Real Voice Fake Final Real
sample_0289,real,0.4209798177083333,0.52685546875,0.46862386067708334,Face Real Voice Fake Final Real
sample_0291,real,0.3414713541666667,0.63427734375,0.4732340494791667,Face Real Voice Fake Final Real
sample_0294,real,0.2464192708333333,0.638671875,0.42293294270833337,Face Real Voice Fake Final Real
sample_0305,real,0.4059244791666667,0.5126953125,0.4539713541666667,Face Real Voice Fake Final Real
sample_0308,real,0.369873046875,0.53466796875,0.44403076171875,Face Real Voice Fake Final Real
sample_0312,real,0.38623046875,0.5146484375,0.4440185546875,Face Real Voice Fake Final Real
sample_0322,real,0.385009765625,0.52587890625,0.44840087890625,Face Real Voice Fake Final Real
sample_0332,real,0.376220703125,0.59765625,0.47586669921875,Face Real Voice Fake Final Real
sample_0337,real,0.349609375,0.50048828125,0.4175048828125,Face Real Voice Fake Final Real
sample_0338,real,0.21142578125,0.8173828125,0.4841064453125,Face Real Voice Fake Final Real
sample_0352,real,0.2860514322916667,0.57275390625,0.4150675455729167,Face Real Voice Fake Final Real
sample_0357,real,0.4103190104166667,0.56884765625,0.4816569010416667,Face Real Voice Fake Final Real
sample_0362,real,0.2871500651041667,0.55322265625,0.4068827311197917,Face Real Voice Fake Final Real
sample_0364,real,0.3043619791666667,0.572265625,0.4249186197916667,Face Real Voice Fake Final Real
sample_0369,real,0.382568359375,0.57177734375,0.46771240234375,Face Real Voice Fake Final Real
sample_0370,real,0.3798014322916667,0.6337890625,0.4940958658854167,Face Real Voice Fake Final Real
sample_0371,real,0.3231201171875,0.7060546875,0.49544067382812507,Face Real Voice Fake Final Real
sample_0378,real,0.4248860677083333,0.5087890625,0.4626424153645834,Face Real Voice Fake Final Real
sample_0383,real,0.3465576171875,0.65576171875,0.48569946289062504,Face Real Voice Fake Final Real
sample_0385,real,0.3743489583333333,0.53857421875,0.4482503255208333,Face Real Voice Fake Final Real
sample_0387,real,0.3207194010416667,0.55078125,0.4242472330729167,Face Real Voice Fake Final Real
sample_0388,real,0.319580078125,0.59130859375,0.44185791015625003,Face Real Voice Fake Final Real
sample_0390,real,0.2848307291666667,0.5908203125,0.4225260416666667,Face Real Voice Fake Final Real
sample_0393,real,0.2417805989583333,0.7275390625,0.46037190755208335,Face Real Voice Fake Final Real
sample_0397,real,0.353759765625,0.671875,0.49691162109375003,Face Real Voice Fake Final Real
sample_0401,real,0.3848470052083333,0.56787109375,0.46720784505208335,Face Real Voice Fake Final Real
sample_0406,real,0.3919270833333333,0.623046875,0.49593098958333337,Face Real Voice Fake Final Real
sample_0410,real,0.3014322916666667,0.6796875,0.4716471354166667,Face Real Voice Fake Final Real
sample_0411,real,0.4269205729166667,0.5380859375,0.4769449869791667,Face Real Voice Fake Final Real
sample_0414,real,0.2711588541666667,0.60546875,0.4215983072916667,Face Real Voice Fake Final Real
sample_0417,real,0.281494140625,0.5908203125,0.42069091796875,Face Real Voice Fake Final Real
sample_0418,real,0.3618977864583333,0.56005859375,0.4510701497395833,Face Real Voice Fake Final Real
sample_0434,real,0.3698323567708333,0.5517578125,0.4516988118489583,Face Real Voice Fake Final Real
sample_0440,real,0.2620035807291667,0.62109375,0.4235941569010417,Face Real Voice Fake Final Real
sample_0444,real,0.4029134114583333,0.54638671875,0.4674763997395833,Face Real Voice Fake Final Real
sample_0445,real,0.2953287760416667,0.64990234375,0.4548868815104167,Face Real Voice Fake Final Real
sample_0449,real,0.3600260416666667,0.54345703125,0.4425699869791667,Face Real Voice Fake Final Real
sample_0450,real,0.4580078125,0.50439453125,0.47888183593750006,Face Real Voice Fake Final Real
sample_0456,real,0.2640787760416667,0.57177734375,0.4025431315104167,Face Real Voice Fake Final Real
sample_0458,real,0.3288981119791667,0.6416015625,0.46961466471354174,Face Real Voice Fake Final Real
sample_0462,real,0.2712809244791667,0.60595703125,0.42188517252604174,Face Real Voice Fake Final Real
sample_0465,real,0.4070638020833333,0.60595703125,0.49656575520833335,Face Real Voice Fake Final Real
sample_0472,real,0.4013671875,0.51025390625,0.4503662109375,Face Real Voice Fake Final Real
sample_0475,real,0.3621419270833333,0.6630859375,0.4975667317708333,Face Real Voice Fake Final Real
sample_0481,real,0.2027180989583333,0.6396484375,0.39933675130208335,Face Real Voice Fake Final Real
sample_0482,real,0.227783203125,0.51171875,0.35555419921875003,Face Real Voice Fake Final Real
sample_0484,real,0.43994140625,0.5283203125,0.4797119140625,Face Real Voice Fake Final Real
sample_0489,real,0.44677734375,0.5302734375,0.4843505859375,Face Real Voice Fake Final Real
sample_0490,real,0.470947265625,0.53515625,0.49984130859375,Face Real Voice Fake Final Real
sample_0495,real,0.2287190755208333,0.50341796875,0.3523335774739583,Face Real Voice Fake Final Real
sample_0498,real,0.2475179036458333,0.80126953125,0.4967061360677083,Face Real Voice Fake Final Real
sample_0501,real,0.2309163411458333,0.7822265625,0.4790059407552083,Face Real Voice Fake Final Real
sample_0506,real,0.3779296875,0.55126953125,0.4559326171875,Face Real Voice Fake Final Real
sample_0511,real,0.2698974609375,0.65869140625,0.44485473632812506,Face Real Voice Fake Final Real
sample_0520,real,0.287353515625,0.70068359375,0.47335205078125,Face Real Voice Fake Final Real
sample_0534,real,0.4275716145833333,0.5234375,0.4707112630208333,Face Real Voice Fake Final Real
sample_0578,fake,0.448974609375,0.5537109375,0.49610595703125004,Face Real Voice Fake Final Real
sample_0581,fake,0.4022623697916667,0.5810546875,0.4827189127604167,Face Real Voice Fake Final Real
sample_0611,fake,0.3343912760416667,0.69873046875,0.4983439127604167,Face Real Voice Fake Final Real
sample_0618,fake,0.4039713541666667,0.51953125,0.45597330729166674,Face Real Voice Fake Final Real
sample_0686,fake,0.4281412760416667,0.505859375,0.4631144205729167,Face Real Voice Fake Final Real
sample_0740,fake,0.4507649739583333,0.51953125,0.48170979817708337,Face Real Voice Fake Final Real
sample_0787,fake,0.3987630208333333,0.578125,0.47947591145833335,Face Real Voice Fake Final Real
sample_0793,fake,0.394287109375,0.5361328125,0.45811767578125007,Face Real Voice Fake Final Real
sample_0800,fake,0.4048665364583333,0.54052734375,0.46591389973958336,Face Real Voice Fake Final Real
sample_0836,fake,0.471435546875,0.50830078125,0.48802490234375007,Face Real Voice Fake Final Real
sample_0868,fake,0.4498697916666667,0.53515625,0.4882486979166667,Face Real Voice Fake Final Real
sample_0930,fake,0.3025716145833333,0.6884765625,0.4762288411458333,Face Real Voice Fake Final Real
sample_0938,fake,0.3358968098958333,0.693359375,0.49675496419270837,Face Real Voice Fake Final Real
sample_0943,fake,0.3275146484375,0.6494140625,0.472369384765625,Face Real Voice Fake Final Real
sample_0946,fake,0.3096110026041667,0.65625,0.46559855143229173,Face Real Voice Fake Final Real
sample_0948,fake,0.3126627604166667,0.52099609375,0.40641276041666674,Face Real Voice Fake Final Real
sample_1112,fake,0.3942057291666667,0.58203125,0.4787272135416667,Face Real Voice Fake Final Real
sample_1223,fake,0.3755696614583333,0.58203125,0.4684773763020833,Face Real Voice Fake Final Real
sample_1284,fake,0.4103190104166667,0.57275390625,0.4834147135416667,Face Real Voice Fake Final Real
sample_1286,fake,0.4574381510416667,0.54443359375,0.4965861002604167,Face Real Voice Fake Final Real
sample_1311,fake,0.4341634114583333,0.52978515625,0.47719319661458337,Face Real Voice Fake Final Real
sample_1321,fake,0.416015625,0.50244140625,0.45490722656250004,Face Real Voice Fake Final Real
sample_1365,fake,0.4725748697916667,0.52294921875,0.4952433268229167,Face Real Voice Fake Final Real
sample_1390,fake,0.3579915364583333,0.5908203125,0.46276448567708334,Face Real Voice Fake Final Real
sample_1399,fake,0.425537109375,0.51904296875,0.46761474609375003,Face Real Voice Fake Final Real
sample_1434,fake,0.411376953125,0.54052734375,0.46949462890625004,Face Real Voice Fake Final Real
sample_1446,fake,0.3939615885416667,0.544921875,0.4618937174479167,Face Real Voice Fake Final Real
sample_1506,fake,0.4407552083333333,0.5556640625,0.49246419270833336,Face Real Voice Fake Final Real
sample_1509,fake,0.459228515625,0.52490234375,0.48878173828125004,Face Real Voice Fake Final Real
sample_1605,fake,0.3671875,0.60009765625,0.47199707031250004,Face Real Voice Fake Final Real
sample_1606,fake,0.37451171875,0.61572265625,0.48305664062500003,Face Real Voice Fake Final Real
sample_1661,fake,0.38134765625,0.5634765625,0.46330566406250007,Face Real Voice Fake Final Real
sample_1673,fake,0.4295247395833333,0.548828125,0.48321126302083334,Face Real Voice Fake Final Real
sample_1679,fake,0.4540201822916667,0.51611328125,0.4819620768229167,Face Real Voice Fake Final Real
sample_1749,fake,0.3810221354166667,0.625,0.4908121744791667,Face Real Voice Fake Final Real
sample_1827,fake,0.435791015625,0.52001953125,0.47369384765625,Face Real Voice Fake Final Real
sample_1833,fake,0.4463704427083333,0.529296875,0.48368733723958335,Face Real Voice Fake Final Real
sample_1834,fake,0.419189453125,0.5537109375,0.47972412109375,Face Real Voice Fake Final Real
sample_1853,fake,0.4312337239583333,0.57958984375,0.4979939778645833,Face Real Voice Fake Final Real
sample_1877,fake,0.407470703125,0.57861328125,0.48448486328125,Face Real Voice Fake Final Real
sample_1882,fake,0.4153645833333333,0.599609375,0.49827473958333335,Face Real Voice Fake Final Real
sample_1966,fake,0.331298828125,0.59765625,0.45115966796875007,Face Real Voice Fake Final Real
sample_1969,fake,0.2884521484375,0.72021484375,0.482745361328125,Face Real Voice Fake Final Real
sample_1971,fake,0.3268229166666667,0.57275390625,0.4374918619791667,Face Real Voice Fake Final Real
sample_1994,fake,0.3258463541666667,0.5625,0.4323404947916667,Face Real Voice Fake Final Real
sample_2013,fake,0.4413248697916667,0.53515625,0.4835489908854167,Face Real Voice Fake Final Real
sample_2063,fake,0.4576009114583333,0.5205078125,0.4859090169270833,Face Real Voice Fake Final Real
sample_2078,fake,0.4532877604166667,0.5068359375,0.4773844401041667,Face Real Voice Fake Final Real
sample_2127,fake,0.3935546875,0.576171875,0.475732421875,Face Real Voice Fake Final Real
sample_2145,fake,0.4404296875,0.5556640625,0.49228515625,Face Real Voice Fake Final Real
sample_2185,fake,0.2985026041666667,0.7392578125,0.49684244791666676,Face Real Voice Fake Final Real
sample_2188,fake,0.3427734375,0.51220703125,0.41901855468750004,Face Real Voice Fake Final Real
sample_2203,fake,0.3507486979166667,0.67919921875,0.4985514322916667,Face Real Voice Fake Final Real
sample_2208,fake,0.343505859375,0.623046875,0.46929931640625,Face Real Voice Fake Final Real
sample_2211,fake,0.3302408854166667,0.67333984375,0.48463541666666676,Face Real Voice Fake Final Real
sample_2214,fake,0.44140625,0.5556640625,0.49282226562500003,Face Real Voice Fake Final Real
sample_2215,fake,0.4263509114583333,0.5712890625,0.49157307942708334,Face Real Voice Fake Final Real
sample_2240,fake,0.37158203125,0.513671875,0.4355224609375,Face Real Voice Fake Final Real
sample_2244,fake,0.3610026041666667,0.56640625,0.4534342447916667,Face Real Voice Fake Final Real
sample_2251,fake,0.4462890625,0.56298828125,0.49880371093750003,Face Real Voice Fake Final Real
sample_2253,fake,0.3271077473958333,0.53466796875,0.4205098470052083,Face Real Voice Fake Final Real
sample_2254,fake,0.3761393229166667,0.517578125,0.4397867838541667,Face Real Voice Fake Final Real
sample_2257,fake,0.34619140625,0.59375,0.45759277343750004,Face Real Voice Fake Final Real
sample_2285,fake,0.433349609375,0.57177734375,0.49564208984375,Face Real Voice Fake Final Real
sample_2327,fake,0.3688151041666667,0.650390625,0.4955240885416667,Face Real Voice Fake Final Real
sample_2328,fake,0.363037109375,0.53173828125,0.43895263671875,Face Real Voice Fake Final Real
sample_2330,fake,0.44677734375,0.53662109375,0.48720703125000003,Face Real Voice Fake Final Real
sample_2341,fake,0.4444986979166667,0.54736328125,0.4907877604166667,Face Real Voice Fake Final Real
sample_2374,fake,0.438720703125,0.5673828125,0.49661865234375,Face Real Voice Fake Final Real
sample_2420,fake,0.4471028645833333,0.5556640625,0.49595540364583335,Face Real Voice Fake Final Real
sample_2425,fake,0.42626953125,0.56201171875,0.48735351562500007,Face Real Voice Fake Final Real
sample_2434,fake,0.4596354166666667,0.53076171875,0.4916422526041667,Face Real Voice Fake Final Real
sample_2477,fake,0.3543294270833333,0.662109375,0.49283040364583336,Face Real Voice Fake Final Real
sample_2534,fake,0.4383951822916667,0.54931640625,0.4883097330729167,Face Real Voice Fake Final Real
sample_2700,fake,0.409912109375,0.5498046875,0.47286376953125,Face Real Voice Fake Final Real
sample_2736,fake,0.2989095052083333,0.72314453125,0.4898152669270833,Face Real Voice Fake Final Real
sample_2747,fake,0.360595703125,0.5439453125,0.44310302734375,Face Real Voice Fake Final Real
sample_2787,fake,0.3889973958333333,0.53076171875,0.45279134114583336,Face Real Voice Fake Final Real
sample_2802,fake,0.395751953125,0.5302734375,0.45628662109375,Face Real Voice Fake Final Real
sample_2816,fake,0.3912760416666667,0.533203125,0.4551432291666667,Face Real Voice Fake Final Real
sample_2869,fake,0.4586588541666667,0.54443359375,0.4972574869791667,Face Real Voice Fake Final Real
sample_2947,fake,0.408447265625,0.52001953125,0.45865478515625,Face Real Voice Fake Final Real
sample_2977,fake,0.4015299479166667,0.56591796875,0.47550455729166674,Face Real Voice Fake Final Real
sample_3003,fake,0.4302571614583333,0.5830078125,0.4989949544270834,Face Real Voice Fake Final Real
sample_3025,fake,0.4151204427083333,0.59375,0.49550374348958337,Face Real Voice Fake Final Real
sample_3032,fake,0.3339029947916667,0.51220703125,0.4141398111979167,Face Real Voice Fake Final Real
sample_3121,fake,0.4200032552083333,0.52587890625,0.4676472981770834,Face Real Voice Fake Final Real
sample_3183,fake,0.4603678385416667,0.54296875,0.49753824869791674,Face Real Voice Fake Final Real
sample_3231,fake,0.3092447916666667,0.666015625,0.4697916666666667,Face Real Voice Fake Final Real
sample_3264,fake,0.372802734375,0.57666015625,0.46453857421875,Face Real Voice Fake Final Real
sample_3485,fake,0.2832845052083333,0.64599609375,0.44650472005208336,Face Real Voice Fake Final Real
sample_3510,fake,0.29638671875,0.70166015625,0.478759765625,Face Real Voice Fake Final Real
sample_3512,fake,0.3621419270833333,0.63134765625,0.4832845052083333,Face Real Voice Fake Final Real
sample_3513,fake,0.3229166666666667,0.66015625,0.4746744791666667,Face Real Voice Fake Final Real
sample_3643,fake,0.4449869791666667,0.53125,0.48380533854166674,Face Real Voice Fake Final Real
sample_3719,fake,0.3804117838541667,0.6162109375,0.4865214029947917,Face Real Voice Fake Final Real
sample_3726,fake,0.4835611979166667,0.5146484375,0.4975504557291667,Face Real Voice Fake Final Real
sample_3729,fake,0.437255859375,0.56982421875,0.49691162109375,Face Real Voice Fake Final Real
sample_3821,fake,0.38134765625,0.59228515625,0.47626953125000004,Face Real Voice Fake Final Real
sample_3839,fake,0.4031575520833333,0.521484375,0.45640462239583335,Face Real Voice Fake Final Real
sample_3848,fake,0.4298502604166667,0.55419921875,0.4858072916666667,Face Real Voice Fake Final Real
sample_3854,fake,0.4563802083333333,0.51904296875,0.48457845052083337,Face Real Voice Fake Final Real
sample_3881,fake,0.4690755208333333,0.50830078125,0.4867268880208333,Face Real Voice Fake Final Real
sample_3923,fake,0.3214518229166667,0.5927734375,0.4435465494791667,Face Real Voice Fake Final Real
sample_3936,fake,0.4598795572916667,0.5185546875,0.48628336588541676,Face Real Voice Fake Final Real
sample_3942,fake,0.3550618489583333,0.6494140625,0.4875203450520833,Face Real Voice Fake Final Real
sample_4031,fake,0.4663899739583333,0.52294921875,0.49184163411458337,Face Real Voice Fake Final Real
sample_4056,fake,0.262939453125,0.59814453125,0.41378173828125,Face Real Voice Fake Final Real
sample_4058,fake,0.32470703125,0.6796875,0.48444824218750004,Face Real Voice Fake Final Real
sample_4059,fake,0.3595377604166667,0.65869140625,0.49415690104166676,Face Real Voice Fake Final Real
sample_4063,fake,0.3756510416666667,0.52783203125,0.4441324869791667,Face Real Voice Fake Final Real
sample_4071,fake,0.3841145833333333,0.56591796875,0.46592610677083335,Face Real Voice Fake Final Real
sample_4114,fake,0.2869873046875,0.7119140625,0.47820434570312503,Face Real Voice Fake Final Real
sample_4142,fake,0.2604166666666667,0.69287109375,0.4550211588541667,Face Real Voice Fake Final Real
sample_4144,fake,0.322998046875,0.69677734375,0.49119873046875,Face Real Voice Fake Final Real
sample_4226,fake,0.4265950520833333,0.5849609375,0.4978597005208334,Face Real Voice Fake Final Real
sample_4272,fake,0.3195393880208333,0.66259765625,0.4739156087239583,Face Real Voice Fake Final Real
sample_4277,fake,0.4104817708333333,0.51171875,0.45603841145833335,Face Real Voice Fake Final Real
sample_4279,fake,0.4244791666666667,0.58935546875,0.49867350260416665,Face Real Voice Fake Final Real
sample_4300,fake,0.2583414713541667,0.55712890625,0.3927958170572917,Face Real Voice Fake Final Real
sample_4313,fake,0.3465169270833333,0.57373046875,0.4487630208333333,Face Real Voice Fake Final Real
sample_4379,fake,0.3859049479166667,0.58837890625,0.4770182291666667,Face Real Voice Fake Final Real
sample_4381,fake,0.3661295572916667,0.52734375,0.43867594401041665,Face Real Voice Fake Final Real
sample_4413,fake,0.2722981770833333,0.74267578125,0.48396809895833337,Face Real Voice Fake Final Real
sample_4414,fake,0.3347981770833333,0.6953125,0.49702962239583337,Face Real Voice Fake Final Real
sample_4433,fake,0.28759765625,0.75,0.49567871093750004,Face Real Voice Fake Final Real
sample_4461,fake,0.4596354166666667,0.53369140625,0.4929606119791667,Face Real Voice Fake Final Real
sample_4476,fake,0.2336018880208333,0.80517578125,0.4908101399739584,Face Real Voice Fake Final Real
sample_4483,fake,0.4063313802083333,0.560546875,0.47572835286458337,Face Real Voice Fake Final Real
sample_4532,fake,0.3645833333333333,0.56298828125,0.4538655598958333,Face Real Voice Fake Final Real
sample_4569,fake,0.405029296875,0.59716796875,0.49149169921875,Face Real Voice Fake Final Real
sample_4602,fake,0.4203287760416667,0.58544921875,0.4946329752604167,Face Real Voice Fake Final Real
sample_4603,fake,0.4217122395833333,0.5458984375,0.4775960286458334,Face Real Voice Fake Final Real
sample_4631,fake,0.4046223958333333,0.5361328125,0.4638020833333334,Face Real Voice Fake Final Real
sample_4636,fake,0.2965901692708333,0.58740234375,0.42745564778645834,Face Real Voice Fake Final Real
sample_4716,fake,0.3838704427083333,0.57958984375,0.47194417317708337,Face Real Voice Fake Final Real
sample_4736,fake,0.3836263020833333,0.576171875,0.47027180989583334,Face Real Voice Fake Final Real
sample_4792,fake,0.3575846354166667,0.6240234375,0.4774820963541667,Face Real Voice Fake Final Real
sample_4802,fake,0.4226888020833333,0.56103515625,0.48494466145833337,Face Real Voice Fake Final Real
sample_4846,fake,0.443115234375,0.56201171875,0.49661865234375,Face Real Voice Fake Final Real
sample_4976,fake,0.2953287760416667,0.5712890625,0.41951090494791665,Face Real Voice Fake Final Real
sample_4987,fake,0.380615234375,0.61328125,0.48531494140625003,Face Real Voice Fake Final Real
sample_5011,fake,0.4010416666666667,0.60107421875,0.4910563151041667,Face Real Voice Fake Final Real
sample_5039,fake,0.3751627604166667,0.64208984375,0.4952799479166667,Face Real Voice Fake Final Real
sample_5075,fake,0.380859375,0.5283203125,0.44721679687500004,Face Real Voice Fake Final Real
sample_5078,fake,0.423828125,0.56005859375,0.4851318359375,Face Real Voice Fake Final Real
sample_5121,fake,0.44580078125,0.53857421875,0.487548828125,Face Real Voice Fake Final Real
sample_5178,fake,0.4286295572916667,0.54248046875,0.4798624674479167,Face Real Voice Fake Final Real
sample_5206,fake,0.369873046875,0.6435546875,0.49302978515625007,Face Real Voice Fake Final Real
sample_5210,fake,0.4717610677083333,0.5068359375,0.48754475911458334,Face Real Voice Fake Final Real
sample_5225,fake,0.4808756510416667,0.50390625,0.4912394205729167,Face Real Voice Fake Final Real
sample_5236,fake,0.4213053385416667,0.5048828125,0.4589152018229167,Face Real Voice Fake Final Real
sample_5252,fake,0.3197428385416667,0.6845703125,0.4839152018229167,Face Real Voice Fake Final Real
sample_5270,fake,0.37109375,0.63037109375,0.4877685546875,Face Real Voice Fake Final Real
sample_5322,fake,0.36865234375,0.6484375,0.49455566406250007,Face Real Voice Fake Final Real
sample_5364,fake,0.4195963541666667,0.5517578125,0.4790690104166667,Face Real Voice Fake Final Real
sample_5367,fake,0.384033203125,0.63134765625,0.49532470703125003,Face Real Voice Fake Final Real
sample_5396,fake,0.3287760416666667,0.630859375,0.4647135416666667,Face Real Voice Fake Final Real
sample_5426,fake,0.2492268880208333,0.7314453125,0.4662251790364583,Face Real Voice Fake Final Real
sample_5534,fake,0.3846028645833333,0.63427734375,0.4969563802083334,Face Real Voice Fake Final Real
sample_5543,fake,0.378662109375,0.58251953125,0.47039794921875,Face Real Voice Fake Final Real
sample_5577,fake,0.3631998697916667,0.61865234375,0.4781534830729167,Face Real Voice Fake Final Real
sample_5608,fake,0.2444254557291666,0.650390625,0.42710978190104165,Face Real Voice Fake Final Real
sample_5610,fake,0.3358154296875,0.64404296875,0.47451782226562506,Face Real Voice Fake Final Real
sample_5611,fake,0.4305013020833333,0.55517578125,0.48660481770833336,Face Real Voice Fake Final Real
sample_5613,fake,0.3980305989583333,0.59130859375,0.48500569661458337,Face Real Voice Fake Final Real
sample_5629,fake,0.2786458333333333,0.58984375,0.41868489583333335,Face Real Voice Fake Final Real
sample_5642,fake,0.343017578125,0.5087890625,0.41761474609375004,Face Real Voice Fake Final Real
sample_5695,fake,0.4024251302083333,0.576171875,0.48061116536458337,Face Real Voice Fake Final Real
sample_5701,fake,0.316162109375,0.6083984375,0.44766845703125,Face Real Voice Fake Final Real
sample_5713,fake,0.4108072916666667,0.53564453125,0.4669840494791667,Face Real Voice Fake Final Real
sample_5715,fake,0.3841959635416667,0.59423828125,0.47871500651041665,Face Real Voice Fake Final Real
sample_5727,fake,0.335693359375,0.53173828125,0.42391357421875003,Face Real Voice Fake Final Real
sample_5731,fake,0.3169759114583333,0.578125,0.43449300130208335,Face Real Voice Fake Final Real
sample_5734,fake,0.3421223958333333,0.6103515625,0.46282552083333334,Face Real Voice Fake Final Real
sample_5750,fake,0.407958984375,0.6103515625,0.49903564453125004,Face Real Voice Fake Final Real
sample_5751,fake,0.371337890625,0.62744140625,0.48658447265625004,Face Real Voice Fake Final Real
