image_path,label
D:/Deepfake_Detection_project/frames1/real_07_02__walking_outside_cafe_disgusted__1H07DFQJ_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_04_26__exit_phone_room__MS2MLJP1_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_02_07__hugging_happy__O4SXNLRL_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_07__podium_speech_happy__KAG65PEE_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_26_27__outside_talking_still_laughing__IE9N0ZI9_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_08_17__podium_speech_happy__QOX5NWIJ_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_24_19__walking_outside_cafe_disgusted__NPZW2Z9L_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_12__walk_down_hall_angry__KAG65PEE_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/fake_13__secret_conversation_frame0.jpg,fake
D:/Deepfake_Detection_project/frames1/real_03_07__walking_outside_cafe_disgusted__F0YYEA5W_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_21__hugging_happy__87WSBJP3_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_05_16__talking_against_wall__U9WZI5LK_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_27_25__outside_talking_pan_laughing__GNIMW95Z_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_14__exit_phone_room__B014BKVO_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_04_18__kitchen_still__NAXINA1N_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_01_12__outside_talking_still_laughing__TNI7KUZ6_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_21__meeting_serious__V53E3RVB_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_19_10__talking_against_wall__O2IKR6YM_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_02__walking_down_street_outside_angry__QYSDT9SO_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_13_02__kitchen_pan__CP5HFV3K_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_07__walking_and_outside_surprised__IFSURI9X_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_14_15__outside_talking_still_laughing__4SO1CSAM_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/fake_26__secret_conversation_frame1.jpg,fake
D:/Deepfake_Detection_project/frames1/real_02_15__walking_down_street_outside_angry__MZWH8ATN_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_23_22__kitchen_still__J8JK3NBV_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_09_02__kitchen_pan__9TDCEK1Q_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_07__talking_against_wall__F0YYEA5W_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_13_04__podium_speech_happy__00T3UYOR_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_15__walking_down_street_outside_angry__YDX3GHFS_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/fake_15__talking_against_wall_frame3.jpg,fake
D:/Deepfake_Detection_project/frames1/real_09_13__exit_phone_room__YP7MGDQ6_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_18_06__walking_outside_cafe_disgusted__OWJY9LQU_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_14__walking_and_outside_surprised__B014BKVO_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/fake_14__walking_outside_cafe_disgusted_frame0.jpg,fake
D:/Deepfake_Detection_project/frames1/fake_10__kitchen_still_frame0.jpg,fake
D:/Deepfake_Detection_project/frames1/fake_03__walk_down_hall_angry_frame6.jpg,fake
D:/Deepfake_Detection_project/frames1/real_20_07__walking_and_outside_surprised__9I0WSUJV_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_23_19__talking_angry_couch__WHQ1229T_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_21_09__talking_against_wall__LBQF8ZN1_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_11__podium_speech_happy__P08VGHTA_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_11_26__walk_down_hall_angry__7C0VKV43_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_20__walking_outside_cafe_disgusted__B0X1CGG2_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_21_25__podium_speech_happy__NFBISHIN_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_14_15__kitchen_pan__RF38N10R_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_08_28__podium_speech_happy__GGCUYQA4_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_13__outside_talking_pan_laughing__LXLR1B6N_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_24_19__outside_talking_still_laughing__NPZW2Z9L_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_03__kitchen_pan__5C1OMK8W_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_03__walking_outside_cafe_disgusted__F0YYEA5W_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_03__walk_down_hall_angry__5C1OMK8W_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_03__talking_against_wall__4I8LRXWF_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_25_06__outside_talking_pan_laughing__3QQBVBYN_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_27_01__meeting_serious__ZYCZ30C0_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_07__outside_talking_pan_laughing__5VT4USF9_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_09__walking_outside_cafe_disgusted__N9CWME71_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_11_20__kitchen_still__GNK9UR8K_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_04_13__talking_against_wall__00T3UYOR_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_07__walking_and_outside_surprised__0VN0A2T3_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_18_27__walking_outside_cafe_disgusted__NYHE8D0J_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_25_11__walk_down_hall_angry__JX0SAMTC_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_14__exit_phone_room__4SO1CSAM_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_06__meeting_serious__1IXGY2FK_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/fake_01__walking_outside_cafe_disgusted_frame0.jpg,fake
D:/Deepfake_Detection_project/frames1/real_13_09__walking_down_indoor_hall_disgust__3GQ49P2J_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_26_13__kitchen_pan__1ZRIYSSU_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_12__outside_talking_still_laughing__KAG65PEE_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_25__walk_down_hall_angry__3QQBVBYN_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_18_14__exit_phone_room__MAEROFMR_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_02__talking_against_wall__U7DEOZNV_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_08_17__talking_against_wall__ISS1V0B1_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_01_15__walking_down_street_outside_angry__02HILKYO_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_01_15__walking_and_outside_surprised__02HILKYO_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_18_03__kitchen_still__22UBC0BS_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_11__talking_against_wall__VLCLB0AU_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_02__talking_against_wall__MKZTXQ2T_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/fake_02__talking_angry_couch_frame0.jpg,fake
D:/Deepfake_Detection_project/frames1/real_02_18__outside_talking_still_laughing__OXMEEFUQ_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_02_27__hugging_happy__GVFLSZD5_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_21_15__talking_against_wall__87WSBJP3_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_04_21__talking_against_wall__NRI4PHWP_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_14__outside_talking_pan_laughing__8U9ULZDT_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_11_21__kitchen_still__DU9VH27B_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_13_09__walking_down_street_outside_angry__B41GFUV2_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_06__podium_speech_happy__83ABVHC3_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_26_27__talking_angry_couch__IE9N0ZI9_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_02__walk_down_hall_angry__U7DEOZNV_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_07__talking_against_wall__IFSURI9X_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_14_15__walking_down_street_outside_angry__OMLZILK3_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/fake_08__walking_down_street_outside_angry_frame2.jpg,fake
D:/Deepfake_Detection_project/frames1/real_26_25__outside_talking_pan_laughing__GJT740J9_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_05_17__talking_against_wall__YTJYYDO9_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_21__kitchen_pan__YCSEBZO4_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_21_03__exit_phone_room__YCSEBZO4_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_18_25__podium_speech_happy__SEGFKFJG_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_27__walking_and_outside_surprised__LM907ECA_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_15__walking_down_street_outside_angry__YDX3GHFS_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/fake_16__talking_against_wall_frame7.jpg,fake
D:/Deepfake_Detection_project/frames1/real_07_12__outside_talking_pan_laughing__0VN0A2T3_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_13_20__walking_down_indoor_hall_disgust__NJEO6L5O_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/fake_27__outside_talking_still_laughing_frame3.jpg,fake
D:/Deepfake_Detection_project/frames1/real_09_13__outside_talking_pan_laughing__6K90KFOQ_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_14_26__walk_down_hall_angry__ILLP29ZH_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_02__outside_talking_still_laughing__HZAXM70B_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/fake_04__walking_outside_cafe_disgusted_frame3.jpg,fake
D:/Deepfake_Detection_project/frames1/real_14_15__talking_angry_couch__RF38N10R_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_15__walking_down_indoor_hall_disgust__RK17XFJ9_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_15__exit_phone_room__GZNLO4X9_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/fake_02__secret_conversation_frame1.jpg,fake
D:/Deepfake_Detection_project/frames1/real_08_16__exit_phone_room__8Q7JCS95_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_21_11__exit_phone_room__DTBJTNSN_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_26_18__talking_against_wall__AI94QW74_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_21_09__hugging_happy__Z8H2TRCI_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_06__outside_talking_pan_laughing__NMGYPBXE_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_24_22__walking_down_street_outside_angry__7E3GY85F_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_15__walking_and_outside_surprised__OY4I7ZU8_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_10_22__podium_speech_happy__EHARPYBT_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_25__outside_talking_still_laughing__M786RTSM_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_07__podium_speech_happy__IFSURI9X_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_18__kitchen_pan__22UBC0BS_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_13_20__walk_down_hall_angry__4SAX54BT_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_14__outside_talking_pan_laughing__Z7EWFA0P_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_04_21__kitchen_still__HY1VWEJK_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_02_13__walking_down_indoor_hall_disgust__CP5HFV3K_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_13__walking_and_outside_surprised__SIA5P4HL_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_27_25__outside_talking_pan_laughing__GNIMW95Z_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_09_01__talking_angry_couch__P70H1JB0_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_09__walking_down_indoor_hall_disgust__9OJQX9KV_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_20__talking_angry_couch__61SVZ2J7_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_23_19__talking_against_wall__H4SUVFTL_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_25_12__walking_outside_cafe_disgusted__FQE07ND1_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_18_26__talking_against_wall__AI94QW74_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_02_15__meeting_serious__MZWH8ATN_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_24_22__talking_angry_couch__7E3GY85F_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_18__outside_talking_pan_laughing__MVXBDKGB_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_19_23__outside_talking_pan_laughing__H4SUVFTL_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/fake_08__outside_talking_still_laughing_frame2.jpg,fake
D:/Deepfake_Detection_project/frames1/real_26_04__outside_talking_pan_laughing__WX836VLY_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/fake_02__walking_outside_cafe_disgusted_frame5.jpg,fake
D:/Deepfake_Detection_project/frames1/real_21_15__talking_against_wall__87WSBJP3_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_25__talking_against_wall__AMY6M1KL_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_23_19__kitchen_still__WHQ1229T_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_27_13__talking_against_wall__A1OSUJE9_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_16_05__walk_down_hall_angry__O56DDU3S_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_04__kitchen_pan__B6YJ9IW1_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_22_10__walking_down_street_outside_angry__8YQ2EUQP_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_06__meeting_serious__83ABVHC3_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_15__hugging_happy__QRCD27P8_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_02__walking_outside_cafe_disgusted__HTG660F8_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_13__hugging_happy__EV1V4ZQV_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_26__podium_speech_happy__FGNGC2GT_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_18__talking_angry_couch__DEA1TCLN_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/fake_03__walking_and_outside_surprised_frame4.jpg,fake
D:/Deepfake_Detection_project/frames1/real_07_20__walk_down_hall_angry__KV6Q7D6C_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_02_09__exit_phone_room__6KUOFMZW_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_02_14__walking_and_outside_surprised__3IUBEKCT_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/fake_28__exit_phone_room_frame3.jpg,fake
D:/Deepfake_Detection_project/frames1/real_10_22__exit_phone_room__8YQ2EUQP_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_06__hugging_happy__4I8LRXWF_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_13__outside_talking_still_laughing__GBYWJW06_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/fake_10__walking_outside_cafe_disgusted_frame2.jpg,fake
D:/Deepfake_Detection_project/frames1/real_22_19__walk_down_hall_angry__VK6BF5NV_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_15__walking_and_outside_surprised__OY4I7ZU8_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_06__podium_speech_happy__83ABVHC3_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_02_03__kitchen_still__ZESUJMM7_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/fake_13__walking_and_outside_surprised_frame4.jpg,fake
D:/Deepfake_Detection_project/frames1/real_12_13__talking_against_wall__2TM4IFSF_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_25__hugging_happy__M86GQTHK_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_01_11__outside_talking_still_laughing__9229VVZ3_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_03__talking_angry_couch__T5SHH2UL_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_19_24__walk_down_hall_angry__RKQTC50P_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_24_23__talking_angry_couch__MDSDXSNU_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_01__talking_angry_couch__02HILKYO_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_02__outside_talking_pan_laughing__0IYV5DQ5_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_11__outside_talking_pan_laughing__MX659QU8_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_09_26__exit_phone_room__XXGYLT82_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_14_13__outside_talking_pan_laughing__KMQ3AW6A_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_14_07__podium_speech_happy__VOX29AK0_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_01__kitchen_pan__TNI7KUZ6_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_24_19__outside_talking_still_laughing__59PN7WZ2_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_05_16__walking_outside_cafe_disgusted__94435UY3_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_18__walking_and_outside_surprised__8HNSXOBW_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_03__outside_talking_pan_laughing__AIOM1U5V_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_27__outside_talking_pan_laughing__O7L5Z9U8_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_11__podium_speech_happy__8NS148U7_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_10_19__podium_speech_happy__FFXB67PI_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_25_27__walking_outside_cafe_disgusted__1KU29EUL_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_14_12__outside_talking_pan_laughing__Z7EWFA0P_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_04__walking_and_outside_surprised__46TJ9IOJ_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_07__outside_talking_still_laughing__W3MXGEU9_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_08_28__podium_speech_happy__HIOU8Z8I_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_21_09__walking_outside_cafe_disgusted__MDMWQZUP_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_28_05__kitchen_pan__W3J028UG_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_14__talking_angry_couch__B014BKVO_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_13_03__exit_phone_room__GBYWJW06_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_14__kitchen_pan__4SO1CSAM_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_21_09__exit_phone_room__JEELOMN2_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_21_01__walk_down_hall_angry__03X7CELV_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_02_15__talking_against_wall__HTG660F8_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_04_26__talking_angry_couch__MS2MLJP1_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_14_20__walking_down_street_outside_angry__B014BKVO_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_19_23__walk_down_hall_angry__H4SUVFTL_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_01_04__walking_outside_cafe_disgusted__0XUW13RW_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_16_08__walking_down_indoor_hall_disgust__8Q7JCS95_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_03__walking_down_street_outside_angry__PWXXULHR_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/fake_26__talking_against_wall_frame1.jpg,fake
D:/Deepfake_Detection_project/frames1/real_03_06__exit_phone_room__1IXGY2FK_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_28_16__podium_speech_happy__ZA8XJIE9_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_09_21__walking_down_street_outside_angry__JEELOMN2_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_14_06__outside_talking_pan_laughing__8U9ULZDT_frame8.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_04__walk_down_hall_angry__7NW4Z6WZ_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_13_02__hugging_happy__PLNVLO74_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_13__hugging_happy__GBYWJW06_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_07_20__talking_against_wall__KV6Q7D6C_frame3.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_12__walking_and_outside_surprised__N0SRODQD_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/fake_10__talking_angry_couch_frame5.jpg,fake
D:/Deepfake_Detection_project/frames1/real_09_02__podium_speech_happy__HIH8YA82_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_23_24__kitchen_still__MDSDXSNU_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_18__outside_talking_pan_laughing__IKH1LBBY_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_04_01__outside_talking_still_laughing__0XUW13RW_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_01_11__outside_talking_still_laughing__9229VVZ3_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_11_06__outside_talking_still_laughing__C8C4FW99_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_11_01__talking_against_wall__WIZ7GKOD_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_12_25__walking_down_indoor_hall_disgust__FQE07ND1_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_04__walking_and_outside_surprised__46TJ9IOJ_frame6.jpg,real
D:/Deepfake_Detection_project/frames1/real_06_26__kitchen_pan__L5BVR5L9_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/real_23_22__kitchen_still__J8JK3NBV_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_25__outside_talking_still_laughing__FZHCQNKV_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_01_11__meeting_serious__9OM3VE0Y_frame2.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_01__kitchen_pan__6UBMLXK3_frame0.jpg,real
D:/Deepfake_Detection_project/frames1/real_03_14__walk_down_hall_angry__P1L5PF4I_frame9.jpg,real
D:/Deepfake_Detection_project/frames1/real_13_26__secret_conversation__DZP10XW4_frame1.jpg,real
D:/Deepfake_Detection_project/frames1/real_20_26__kitchen_pan__34DJQS3E_frame4.jpg,real
D:/Deepfake_Detection_project/frames1/real_27_03__podium_speech_happy__72BPN7A1_frame5.jpg,real
D:/Deepfake_Detection_project/frames1/real_15_07__kitchen_still__9Z2MLKVX_frame7.jpg,real
D:/Deepfake_Detection_project/frames1/fake_02__kitchen_pan_frame1.jpg,fake
D:/Deepfake_Detection_project/frames1/fake_16__exit_phone_room_frame7.jpg,fake
D:/Deepfake_Detection_project/frames1/fake_03__kitchen_still_frame7.jpg,fake
D:/Deepfake_Detection_project/frames1/real_25_26__outside_talking_still_laughing__8LPKLIRG_frame7.jpg,real
