sample_id,label,face_prob_avg
sample_0065,real,0.24320475260416666
sample_0066,real,0.3885904947916667
sample_0067,real,0.424560546875
sample_0068,real,0.2734781901041667
sample_0069,real,0.2777913411458333
sample_0070,real,0.39208984375
sample_0071,real,0.4677734375
sample_0072,real,0.6114908854166666
sample_0073,real,0.2532552083333333
sample_0074,real,0.333740234375
sample_0075,real,0.454833984375
sample_0076,real,0.3083089192708333
sample_0077,real,0.7830403645833334
sample_0078,real,0.4698079427083333
sample_0079,real,0.4730631510416667
sample_0080,real,0.45458984375
sample_0081,real,0.3379720052083333
sample_0082,real,0.1839599609375
sample_0083,real,0.578125
sample_0084,real,0.4972330729166667
sample_0085,real,0.325439453125
sample_0086,real,0.2655029296875
sample_0087,real,0.436279296875
sample_0088,real,0.3933919270833333
sample_0089,real,0.4961751302083333
sample_0090,real,0.4348958333333333
sample_0091,real,0.4444986979166667
sample_0092,real,0.3525390625
sample_0093,real,0.2666829427083333
sample_0094,real,0.4637044270833333
sample_0095,real,0.3846842447916667
sample_0096,real,0.345458984375
sample_0097,real,0.412109375
sample_0098,real,0.3252360026041667
sample_0099,real,0.3523763020833333
sample_0100,real,0.5249837239583334
sample_0101,real,0.4342447916666667
sample_0102,real,0.6775716145833334
sample_0103,real,0.2542724609375
sample_0104,real,0.5049641927083334
sample_0105,real,0.3785807291666667
sample_0106,real,0.6569010416666666
sample_0107,real,0.5569661458333334
sample_0108,real,0.425537109375
sample_0109,real,0.4977213541666667
sample_0110,real,0.2909749348958333
sample_0111,real,0.2244873046875
sample_0112,real,0.4108072916666667
sample_0113,real,0.3614501953125
sample_0114,real,0.6018880208333334
sample_0115,real,0.3439127604166667
sample_0116,real,0.3304850260416667
sample_0117,real,0.36669921875
sample_0118,real,0.546875
sample_0119,real,0.3172200520833333
sample_0120,real,0.4654947916666667
sample_0121,real,0.44873046875
sample_0122,real,0.2984212239583333
sample_0123,real,0.536376953125
sample_0124,real,0.34423828125
sample_0125,real,0.5113118489583334
sample_0127,real,0.4037272135416667
sample_0128,real,0.24951171875
sample_0129,real,0.3153076171875
sample_0130,real,0.38134765625
sample_0131,real,0.3192952473958333
sample_0132,real,0.44775390625
sample_0133,real,0.25439453125
sample_0134,real,0.24308268229166666
sample_0135,real,0.6331380208333334
sample_0136,real,0.4353841145833333
sample_0137,real,0.4439290364583333
sample_0138,real,0.404052734375
sample_0139,real,0.2545166015625
sample_0140,real,0.4486490885416667
sample_0141,real,0.3447265625
sample_0142,real,0.5301920572916666
sample_0143,real,0.5914713541666666
sample_0144,real,0.4816080729166667
sample_0145,real,0.4453125
sample_0146,real,0.430908203125
sample_0147,real,0.389404296875
sample_0148,real,0.5367838541666666
sample_0149,real,0.5502115885416666
sample_0150,real,0.426513671875
sample_0151,real,0.4248046875
sample_0152,real,0.4916178385416667
sample_0153,real,0.24495442708333334
sample_0154,real,0.3379313151041667
sample_0155,real,0.3754069010416667
sample_0156,real,0.4110514322916667
sample_0157,real,0.4568684895833333
sample_0158,real,0.2537434895833333
sample_0159,real,0.3591715494791667
sample_0160,real,0.312744140625
sample_0161,real,0.355224609375
sample_0162,real,0.399169921875
sample_0163,real,0.5624186197916666
sample_0164,real,0.3096110026041667
sample_0165,real,0.5584309895833334
sample_0166,real,0.383056640625
sample_0167,real,0.2963053385416667
sample_0168,real,0.5484212239583334
sample_0169,real,0.3688151041666667
sample_0170,real,0.4398600260416667
sample_0171,real,0.46728515625
sample_0172,real,0.4134928385416667
sample_0173,real,0.23685709635416666
sample_0174,real,0.4493815104166667
sample_0175,real,0.5145670572916666
sample_0176,real,0.3645833333333333
sample_0177,real,0.2940673828125
sample_0178,real,0.412841796875
sample_0179,real,0.4684244791666667
sample_0180,real,0.5143229166666666
sample_0181,real,0.22538248697916666
sample_0182,real,0.3286946614583333
sample_0183,real,0.50390625
sample_0184,real,0.2629801432291667
sample_0185,real,0.4842122395833333
sample_0186,real,0.5191243489583334
sample_0187,real,0.4369303385416667
sample_0188,real,0.4324951171875
sample_0189,real,0.5006510416666666
sample_0190,real,0.3589680989583333
sample_0191,real,0.2519938151041667
sample_0192,real,0.4208984375
sample_0193,real,0.4125162760416667
sample_0194,real,0.5392252604166666
sample_0195,real,0.4150390625
sample_0196,real,0.3647054036458333
sample_0197,real,0.3181966145833333
sample_0198,real,0.3902180989583333
sample_0199,real,0.2742919921875
sample_0200,real,0.5161946614583334
sample_0201,real,0.5391438802083334
sample_0202,real,0.4368489583333333
sample_0203,real,0.24471028645833334
sample_0204,real,0.5602213541666666
sample_0205,real,0.2249755859375
sample_0206,real,0.4185384114583333
sample_0207,real,0.4051106770833333
sample_0208,real,0.3572591145833333
sample_0209,real,0.3603515625
sample_0210,real,0.4449055989583333
sample_0211,real,0.4922688802083333
sample_0212,real,0.4195149739583333
sample_0213,real,0.4903971354166667
sample_0214,real,0.3396809895833333
sample_0215,real,0.4381510416666667
sample_0216,real,0.555908203125
sample_0217,real,0.4629720052083333
sample_0218,real,0.3866373697916667
sample_0219,real,0.5478515625
sample_0220,real,0.45068359375
sample_0221,real,0.5255533854166666
sample_0222,real,0.3385009765625
sample_0223,real,0.4736328125
sample_0224,real,0.6328125
sample_0225,real,0.4153645833333333
sample_0226,real,0.329833984375
sample_0227,real,0.3997802734375
sample_0228,real,0.4002278645833333
sample_0229,real,0.3648274739583333
sample_0230,real,0.3736165364583333
sample_0231,real,0.54248046875
sample_0232,real,0.4925944010416667
sample_0233,real,0.179931640625
sample_0234,real,0.2948404947916667
sample_0235,real,0.2638346354166667
sample_0236,real,0.3465983072916667
sample_0237,real,0.4148763020833333
sample_0238,real,0.4965006510416667
sample_0239,real,0.3851725260416667
sample_0240,real,0.5699869791666666
sample_0241,real,0.6531575520833334
sample_0242,real,0.3955891927083333
sample_0243,real,0.4862467447916667
sample_0244,real,0.4837239583333333
sample_0245,real,0.50390625
sample_0246,real,0.5455729166666666
sample_0247,real,0.32958984375
sample_0248,real,0.3413899739583333
sample_0249,real,0.44677734375
sample_0250,real,0.6930338541666666
sample_0251,real,0.34912109375
sample_0252,real,0.3824055989583333
sample_0253,real,0.447021484375
sample_0254,real,0.3366292317708333
sample_0255,real,0.373046875
sample_0256,real,0.3112589518229167
sample_0257,real,0.4703776041666667
sample_0258,real,0.2484130859375
sample_0259,real,0.3997395833333333
sample_0260,real,0.5830078125
sample_0261,real,0.6280924479166666
sample_0262,real,0.52880859375
sample_0263,real,0.2876790364583333
sample_0264,real,0.4285481770833333
sample_0265,real,0.454833984375
sample_0266,real,0.49365234375
sample_0267,real,0.3750813802083333
sample_0268,real,0.3451334635416667
sample_0269,real,0.4856770833333333
sample_0270,real,0.4752604166666667
sample_0271,real,0.3397623697916667
sample_0272,real,0.3777669270833333
sample_0273,real,0.5729166666666666
sample_0274,real,0.397705078125
sample_0275,real,0.328369140625
sample_0276,real,0.3287760416666667
sample_0277,real,0.2545572916666667
sample_0278,real,0.30859375
sample_0279,real,0.3828938802083333
sample_0280,real,0.34130859375
sample_0281,real,0.42529296875
sample_0282,real,0.3784993489583333
sample_0283,real,0.3978678385416667
sample_0284,real,0.3529459635416667
sample_0285,real,0.34423828125
sample_0286,real,0.294677734375
sample_0287,real,0.4411214192708333
sample_0288,real,0.5868326822916666
sample_0289,real,0.4209798177083333
sample_0290,real,0.4603678385416667
sample_0291,real,0.3414713541666667
sample_0292,real,0.4462890625
sample_0293,real,0.443603515625
sample_0294,real,0.24641927083333334
sample_0295,real,0.3967692057291667
sample_0296,real,0.23710123697916666
sample_0297,real,0.3009440104166667
sample_0298,real,0.3500162760416667
sample_0299,real,0.3356119791666667
sample_0300,real,0.59033203125
sample_0301,real,0.545166015625
sample_0302,real,0.2745361328125
sample_0303,real,0.4369303385416667
sample_0304,real,0.387939453125
sample_0305,real,0.4059244791666667
sample_0306,real,0.5421549479166666
sample_0307,real,0.6689453125
sample_0308,real,0.369873046875
sample_0309,real,0.3816731770833333
sample_0310,real,0.4017740885416667
sample_0311,real,0.457275390625
sample_0312,real,0.38623046875
sample_0313,real,0.4160970052083333
sample_0314,real,0.5923665364583334
sample_0315,real,0.4024251302083333
sample_0316,real,0.4513346354166667
sample_0317,real,0.345947265625
sample_0318,real,0.3720703125
sample_0319,real,0.4126790364583333
sample_0320,real,0.3898111979166667
sample_0321,real,0.412841796875
sample_0322,real,0.385009765625
sample_0323,real,0.5862630208333334
sample_0324,real,0.24283854166666666
sample_0325,real,0.3721516927083333
sample_0326,real,0.4644368489583333
sample_0327,real,0.3008626302083333
sample_0328,real,0.4659016927083333
sample_0329,real,0.3849283854166667
sample_0330,real,0.356201171875
sample_0331,real,0.4749348958333333
sample_0332,real,0.376220703125
sample_0333,real,0.5674641927083334
sample_0334,real,0.6038411458333334
sample_0335,real,0.3248697916666667
sample_0336,real,0.476806640625
sample_0337,real,0.349609375
sample_0338,real,0.21142578125
sample_0339,real,0.49951171875
sample_0340,real,0.4109293619791667
sample_0341,real,0.6765950520833334
sample_0342,real,0.3052571614583333
sample_0343,real,0.370361328125
sample_0344,real,0.3799641927083333
sample_0345,real,0.3893229166666667
sample_0346,real,0.3406168619791667
sample_0347,real,0.509033203125
sample_0348,real,0.4833170572916667
sample_0349,real,0.4544270833333333
sample_0350,real,0.385009765625
sample_0351,real,0.6194661458333334
sample_0352,real,0.2860514322916667
sample_0353,real,0.481201171875
sample_0354,real,0.4476725260416667
sample_0355,real,0.3463134765625
sample_0356,real,0.39697265625
sample_0357,real,0.4103190104166667
sample_0358,real,0.4918619791666667
sample_0359,real,0.468994140625
sample_0360,real,0.3885091145833333
sample_0361,real,0.491943359375
sample_0362,real,0.2871500651041667
sample_0363,real,0.4599609375
sample_0364,real,0.3043619791666667
sample_0365,real,0.4744466145833333
sample_0366,real,0.3705647786458333
sample_0367,real,0.3460286458333333
sample_0368,real,0.33203125
sample_0369,real,0.382568359375
sample_0370,real,0.3798014322916667
sample_0371,real,0.3231201171875
sample_0372,real,0.341796875
sample_0373,real,0.5257975260416666
sample_0374,real,0.4925130208333333
sample_0375,real,0.3312174479166667
sample_0376,real,0.376220703125
sample_0377,real,0.416748046875
sample_0378,real,0.4248860677083333
sample_0379,real,0.703125
sample_0380,real,0.52685546875
sample_0381,real,0.4521484375
sample_0382,real,0.4945475260416667
sample_0383,real,0.3465576171875
sample_0384,real,0.5867513020833334
sample_0385,real,0.3743489583333333
sample_0386,real,0.3858235677083333
sample_0387,real,0.3207194010416667
sample_0388,real,0.319580078125
sample_0389,real,0.4523111979166667
sample_0390,real,0.2848307291666667
sample_0391,real,0.358642578125
sample_0392,real,0.3575032552083333
sample_0393,real,0.24178059895833334
sample_0394,real,0.4104817708333333
sample_0395,real,0.3756510416666667
sample_0396,real,0.5127766927083334
sample_0397,real,0.353759765625
sample_0398,real,0.2982177734375
sample_0399,real,0.23404947916666666
sample_0400,real,0.8094075520833334
sample_0401,real,0.3848470052083333
sample_0402,real,0.6041666666666666
sample_0403,real,0.518310546875
sample_0404,real,0.3592936197916667
sample_0405,real,0.3525390625
sample_0406,real,0.3919270833333333
sample_0407,real,0.3753255208333333
sample_0408,real,0.4795735677083333
sample_0409,real,0.4309895833333333
sample_0410,real,0.3014322916666667
sample_0411,real,0.4269205729166667
sample_0412,real,0.420166015625
sample_0413,real,0.2948404947916667
sample_0414,real,0.2711588541666667
sample_0415,real,0.4053548177083333
sample_0416,real,0.5831705729166666
sample_0417,real,0.281494140625
sample_0418,real,0.3618977864583333
sample_0419,real,0.5437825520833334
sample_0420,real,0.4982096354166667
sample_0421,real,0.3933919270833333
sample_0422,real,0.6559244791666666
sample_0423,real,0.4866536458333333
sample_0424,real,0.2516276041666667
sample_0425,real,0.517822265625
sample_0426,real,0.537841796875
sample_0427,real,0.3880208333333333
sample_0428,real,0.2772623697916667
sample_0429,real,0.3788248697916667
sample_0430,real,0.5463053385416666
sample_0431,real,0.38916015625
sample_0432,real,0.4335123697916667
sample_0433,real,0.3317464192708333
sample_0434,real,0.3698323567708333
sample_0435,real,0.3746744791666667
sample_0436,real,0.4537760416666667
sample_0437,real,0.3544921875
sample_0438,real,0.4737141927083333
sample_0439,real,0.50830078125
sample_0440,real,0.2620035807291667
sample_0441,real,0.7716471354166666
sample_0442,real,0.560302734375
sample_0443,real,0.410888671875
sample_0444,real,0.4029134114583333
sample_0445,real,0.2953287760416667
sample_0446,real,0.3697102864583333
sample_0447,real,0.6205240885416666
sample_0448,real,0.5030924479166666
sample_0449,real,0.3600260416666667
sample_0450,real,0.4580078125
sample_0451,real,0.5984700520833334
sample_0452,real,0.4376627604166667
sample_0453,real,0.3944091796875
sample_0454,real,0.2628580729166667
sample_0455,real,0.421875
sample_0456,real,0.2640787760416667
sample_0457,real,0.3985188802083333
sample_0458,real,0.3288981119791667
sample_0459,real,0.3904622395833333
sample_0460,real,0.4161783854166667
sample_0461,real,0.3083089192708333
sample_0462,real,0.2712809244791667
sample_0463,real,0.5576985677083334
sample_0464,real,0.6175130208333334
sample_0465,real,0.4070638020833333
sample_0466,real,0.6630859375
sample_0467,real,0.305419921875
sample_0468,real,0.4249267578125
sample_0469,real,0.2906290690104167
sample_0470,real,0.3776041666666667
sample_0471,real,0.4144694010416667
sample_0472,real,0.4013671875
sample_0473,real,0.43310546875
sample_0474,real,0.4981282552083333
sample_0475,real,0.3621419270833333
sample_0476,real,0.3736979166666667
sample_0477,real,0.24055989583333334
sample_0478,real,0.3275553385416667
sample_0479,real,0.345458984375
sample_0480,real,0.6095377604166666
sample_0481,real,0.20271809895833334
sample_0482,real,0.227783203125
sample_0483,real,0.419189453125
sample_0484,real,0.43994140625
sample_0485,real,0.4392903645833333
sample_0486,real,0.2782389322916667
sample_0487,real,0.5345052083333334
sample_0488,real,0.2666015625
sample_0489,real,0.44677734375
sample_0490,real,0.470947265625
sample_0491,real,0.4893391927083333
sample_0492,real,0.5880533854166666
sample_0493,real,0.4637044270833333
sample_0494,real,0.3348795572916667
sample_0495,real,0.22871907552083334
sample_0496,real,0.520263671875
sample_0497,real,0.2874348958333333
sample_0498,real,0.24751790364583334
sample_0499,real,0.5166015625
sample_0500,real,0.45849609375
sample_0501,real,0.23091634114583334
sample_0502,real,0.5105794270833334
sample_0503,real,0.4961751302083333
sample_0504,real,0.3516438802083333
sample_0505,real,0.4090169270833333
sample_0506,real,0.3779296875
sample_0507,real,0.4501139322916667
sample_0508,real,0.62353515625
sample_0509,real,0.4706217447916667
sample_0510,real,0.3770345052083333
sample_0511,real,0.2698974609375
sample_0512,real,0.6541341145833334
sample_0513,real,0.4315592447916667
sample_0514,real,0.534912109375
sample_0515,real,0.4417317708333333
sample_0516,real,0.41943359375
sample_0517,real,0.418701171875
sample_0518,real,0.4226888020833333
sample_0519,real,0.4170735677083333
sample_0520,real,0.287353515625
sample_0521,real,0.2451171875
sample_0522,real,0.4144694010416667
sample_0523,real,0.4810384114583333
sample_0524,real,0.353515625
sample_0525,real,0.4375
sample_0526,real,0.4625651041666667
sample_0527,real,0.492919921875
sample_0528,real,0.466552734375
sample_0529,real,0.2803548177083333
sample_0530,real,0.3768717447916667
sample_0531,real,0.2850748697916667
sample_0532,real,0.4656575520833333
sample_0533,real,0.38232421875
sample_0534,real,0.4275716145833333
sample_0535,real,0.38525390625
sample_0536,real,0.4859212239583333
sample_0537,fake,0.64794921875
sample_0538,fake,0.6201171875
sample_0539,fake,0.6512044270833334
sample_0540,fake,0.6318359375
sample_0541,fake,0.6329752604166666
sample_0542,fake,0.7664388020833334
sample_0543,fake,0.728515625
sample_0544,fake,0.7311197916666666
sample_0545,fake,0.7311197916666666
sample_0546,fake,0.7980143229166666
sample_0547,fake,0.5973307291666666
sample_0548,fake,0.587890625
sample_0549,fake,0.60693359375
sample_0550,fake,0.58349609375
sample_0551,fake,0.6266276041666666
sample_0552,fake,0.5257975260416666
sample_0553,fake,0.5179850260416666
sample_0554,fake,0.5406087239583334
sample_0555,fake,0.5252278645833334
sample_0556,fake,0.4860026041666667
sample_0557,fake,0.4666341145833333
sample_0558,fake,0.4473470052083333
sample_0559,fake,0.4505208333333333
sample_0560,fake,0.4659830729166667
sample_0561,fake,0.5294596354166666
sample_0562,fake,0.525390625
sample_0563,fake,0.5116373697916666
sample_0564,fake,0.5501302083333334
sample_0565,fake,0.545654296875
sample_0566,fake,0.7371419270833334
sample_0567,fake,0.7923177083333334
sample_0568,fake,0.84423828125
sample_0569,fake,0.7752278645833334
sample_0570,fake,0.7965494791666666
sample_0571,fake,0.4933268229166667
sample_0572,fake,0.58447265625
sample_0573,fake,0.4896647135416667
sample_0574,fake,0.4439290364583333
sample_0575,fake,0.435791015625
sample_0576,fake,0.6197916666666666
sample_0577,fake,0.5388997395833334
sample_0578,fake,0.448974609375
sample_0579,fake,0.5983072916666666
sample_0580,fake,0.5445963541666666
sample_0581,fake,0.4022623697916667
sample_0582,fake,0.3587239583333333
sample_0583,fake,0.7236328125
sample_0584,fake,0.5069986979166666
sample_0585,fake,0.6354166666666666
sample_0586,fake,0.634765625
sample_0587,fake,0.5865885416666666
sample_0588,fake,0.6256510416666666
sample_0589,fake,0.6119791666666666
sample_0590,fake,0.5633138020833334
sample_0591,fake,0.5203450520833334
sample_0592,fake,0.398193359375
sample_0593,fake,0.7080078125
sample_0594,fake,0.5615234375
sample_0595,fake,0.5857747395833334
sample_0596,fake,0.5264485677083334
sample_0597,fake,0.5457356770833334
sample_0598,fake,0.5226236979166666
sample_0599,fake,0.5830078125
sample_0600,fake,0.5655924479166666
sample_0601,fake,0.6468098958333334
sample_0602,fake,0.412109375
sample_0603,fake,0.5953776041666666
sample_0604,fake,0.5821940104166666
sample_0605,fake,0.23604329427083334
sample_0606,fake,0.2579345703125
sample_0607,fake,0.5342610677083334
sample_0608,fake,0.5570475260416666
sample_0609,fake,0.3920084635416667
sample_0610,fake,0.3051350911458333
sample_0611,fake,0.3343912760416667
sample_0612,fake,0.5810546875
sample_0613,fake,0.556884765625
sample_0614,fake,0.6969401041666666
sample_0615,fake,0.4046223958333333
sample_0616,fake,0.422607421875
sample_0617,fake,0.4850260416666667
sample_0618,fake,0.4039713541666667
sample_0619,fake,0.5956217447916666
sample_0620,fake,0.5453287760416666
sample_0621,fake,0.5936686197916666
sample_0622,fake,0.6344401041666666
sample_0623,fake,0.6671549479166666
sample_0624,fake,0.7327473958333334
sample_0625,fake,0.6319986979166666
sample_0626,fake,0.5572916666666666
sample_0627,fake,0.5743815104166666
sample_0628,fake,0.4697265625
sample_0629,fake,0.4535319010416667
sample_0630,fake,0.5350748697916666
sample_0631,fake,0.71240234375
sample_0632,fake,0.837890625
sample_0633,fake,0.5829264322916666
sample_0634,fake,0.69287109375
sample_0635,fake,0.6985677083333334
sample_0636,fake,0.6953125
sample_0637,fake,0.7169596354166666
sample_0638,fake,0.46630859375
sample_0639,fake,0.6119791666666666
sample_0640,fake,0.4984537760416667
sample_0641,fake,0.5185546875
sample_0642,fake,0.6193033854166666
sample_0643,fake,0.6153971354166666
sample_0644,fake,0.6007486979166666
sample_0645,fake,0.5558268229166666
sample_0646,fake,0.5235188802083334
sample_0647,fake,0.51513671875
sample_0648,fake,0.48291015625
sample_0649,fake,0.4609375
sample_0650,fake,0.5193684895833334
sample_0651,fake,0.62109375
sample_0652,fake,0.47412109375
sample_0653,fake,0.594970703125
sample_0654,fake,0.5867513020833334
sample_0655,fake,0.63525390625
sample_0656,fake,0.520751953125
sample_0657,fake,0.4466959635416667
sample_0658,fake,0.4750162760416667
sample_0659,fake,0.60595703125
sample_0660,fake,0.55810546875
sample_0661,fake,0.6513671875
sample_0662,fake,0.8409830729166666
sample_0663,fake,0.810546875
sample_0664,fake,0.82421875
sample_0665,fake,0.873046875
sample_0666,fake,0.90673828125
sample_0667,fake,0.873046875
sample_0668,fake,0.8408203125
sample_0669,fake,0.81298828125
sample_0670,fake,0.8680013020833334
sample_0671,fake,0.8719075520833334
sample_0672,fake,0.5782877604166666
sample_0673,fake,0.5608723958333334
sample_0674,fake,0.5572102864583334
sample_0675,fake,0.677734375
sample_0676,fake,0.5872395833333334
sample_0677,fake,0.5625
sample_0678,fake,0.4618326822916667
sample_0679,fake,0.455810546875
sample_0680,fake,0.4635416666666667
sample_0681,fake,0.5458984375
sample_0682,fake,0.515625
sample_0683,fake,0.4571126302083333
sample_0684,fake,0.5421549479166666
sample_0685,fake,0.551513671875
sample_0686,fake,0.4281412760416667
sample_0687,fake,0.4285481770833333
sample_0688,fake,0.5901692708333334
sample_0689,fake,0.479248046875
sample_0690,fake,0.6292317708333334
sample_0691,fake,0.6110026041666666
sample_0692,fake,0.6337890625
sample_0693,fake,0.6397298177083334
sample_0694,fake,0.6451822916666666
sample_0695,fake,0.6730143229166666
sample_0696,fake,0.74609375
sample_0697,fake,0.6634114583333334
sample_0698,fake,0.5914713541666666
sample_0699,fake,0.6407877604166666
sample_0700,fake,0.65087890625
sample_0701,fake,0.6472981770833334
sample_0702,fake,0.6638997395833334
sample_0703,fake,0.7166341145833334
sample_0704,fake,0.5713704427083334
sample_0705,fake,0.5582682291666666
sample_0706,fake,0.68310546875
sample_0707,fake,0.8653971354166666
sample_0708,fake,0.8321940104166666
sample_0709,fake,0.8668619791666666
sample_0710,fake,0.6009114583333334
sample_0711,fake,0.6638997395833334
sample_0712,fake,0.6396484375
sample_0713,fake,0.6715494791666666
sample_0714,fake,0.5804036458333334
sample_0715,fake,0.5460611979166666
sample_0716,fake,0.6334635416666666
sample_0717,fake,0.63720703125
sample_0718,fake,0.5839029947916666
sample_0719,fake,0.6233723958333334
sample_0720,fake,0.6377766927083334
sample_0721,fake,0.6858723958333334
sample_0722,fake,0.53173828125
sample_0723,fake,0.5139973958333334
sample_0724,fake,0.5152994791666666
sample_0725,fake,0.7208658854166666
sample_0726,fake,0.68701171875
sample_0727,fake,0.6756184895833334
sample_0728,fake,0.4990234375
sample_0729,fake,0.5361328125
sample_0730,fake,0.578125
sample_0731,fake,0.49755859375
sample_0732,fake,0.5367838541666666
sample_0733,fake,0.4991861979166667
sample_0734,fake,0.518310546875
sample_0735,fake,0.54541015625
sample_0736,fake,0.5143229166666666
sample_0737,fake,0.5542805989583334
sample_0738,fake,0.4222819010416667
sample_0739,fake,0.46435546875
sample_0740,fake,0.4507649739583333
sample_0741,fake,0.5546061197916666
sample_0742,fake,0.5537923177083334
sample_0743,fake,0.5523274739583334
sample_0744,fake,0.4265950520833333
sample_0745,fake,0.544921875
sample_0746,fake,0.5330403645833334
sample_0747,fake,0.6897786458333334
sample_0748,fake,0.6555989583333334
sample_0749,fake,0.6285807291666666
sample_0750,fake,0.6759440104166666
sample_0751,fake,0.54931640625
sample_0752,fake,0.69873046875
sample_0753,fake,0.509521484375
sample_0754,fake,0.7452799479166666
sample_0755,fake,0.6404622395833334
sample_0756,fake,0.6092122395833334
sample_0757,fake,0.5986328125
sample_0758,fake,0.7991536458333334
sample_0759,fake,0.578857421875
sample_0760,fake,0.6170247395833334
sample_0761,fake,0.4024251302083333
sample_0762,fake,0.5875651041666666
sample_0763,fake,0.596923828125
sample_0764,fake,0.66064453125
sample_0765,fake,0.4825846354166667
sample_0766,fake,0.52294921875
sample_0767,fake,0.46533203125
sample_0768,fake,0.4295247395833333
sample_0769,fake,0.67822265625
sample_0770,fake,0.5638020833333334
sample_0771,fake,0.542236328125
sample_0772,fake,0.6193033854166666
sample_0773,fake,0.7311197916666666
sample_0774,fake,0.6650390625
sample_0775,fake,0.677734375
sample_0776,fake,0.70751953125
sample_0777,fake,0.4615885416666667
sample_0778,fake,0.4195963541666667
sample_0779,fake,0.476318359375
sample_0780,fake,0.4508463541666667
sample_0781,fake,0.5284830729166666
sample_0782,fake,0.5214029947916666
sample_0783,fake,0.5686848958333334
sample_0784,fake,0.58056640625
sample_0785,fake,0.478271484375
sample_0786,fake,0.431396484375
sample_0787,fake,0.3987630208333333
sample_0788,fake,0.519775390625
sample_0789,fake,0.4134114583333333
sample_0790,fake,0.477783203125
sample_0791,fake,0.3583170572916667
sample_0792,fake,0.6492513020833334
sample_0793,fake,0.394287109375
sample_0794,fake,0.6993815104166666
sample_0795,fake,0.5100911458333334
sample_0796,fake,0.4876302083333333
sample_0797,fake,0.4877115885416667
sample_0798,fake,0.4715983072916667
sample_0799,fake,0.4127604166666667
sample_0800,fake,0.4048665364583333
sample_0801,fake,0.4285481770833333
sample_0802,fake,0.3990885416666667
sample_0803,fake,0.435791015625
sample_0804,fake,0.7779947916666666
sample_0805,fake,0.5885416666666666
sample_0806,fake,0.5282389322916666
sample_0807,fake,0.5536295572916666
sample_0808,fake,0.5787760416666666
sample_0809,fake,0.4977213541666667
sample_0810,fake,0.580078125
sample_0811,fake,0.5992838541666666
sample_0812,fake,0.6271158854166666
sample_0813,fake,0.623046875
sample_0814,fake,0.6282552083333334
sample_0815,fake,0.7770182291666666
sample_0816,fake,0.6847330729166666
sample_0817,fake,0.8146158854166666
sample_0818,fake,0.78564453125
sample_0819,fake,0.8616536458333334
sample_0820,fake,0.6310221354166666
sample_0821,fake,0.7171223958333334
sample_0822,fake,0.424072265625
sample_0823,fake,0.4984537760416667
sample_0824,fake,0.5406087239583334
sample_0825,fake,0.5992838541666666
sample_0826,fake,0.530029296875
sample_0827,fake,0.494873046875
sample_0828,fake,0.5074869791666666
sample_0829,fake,0.48388671875
sample_0830,fake,0.57568359375
sample_0831,fake,0.5101725260416666
sample_0832,fake,0.6409505208333334
sample_0833,fake,0.77001953125
sample_0834,fake,0.5037434895833334
sample_0835,fake,0.6004231770833334
sample_0836,fake,0.471435546875
sample_0837,fake,0.45654296875
sample_0838,fake,0.4554850260416667
sample_0839,fake,0.5545247395833334
sample_0840,fake,0.535400390625
