List of misclassified samples:
Image Path | True Label | Predicted Label | Predicted Probability
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_084_frame2.jpg | Real | Fake | 0.6096
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_074_825_frame5.jpg | Fake | Real | 0.4775
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_308_388_frame0.jpg | Fake | Real | 0.4727
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_217_117_frame0.jpg | Fake | Real | 0.4619
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_740_796_frame1.jpg | Fake | Real | 0.3881
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_235_194_frame5.jpg | Fake | Real | 0.3252
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_140_frame5.jpg | Real | Fake | 0.9287
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_02__walking_and_outside_surprised__HTG660F8_frame0.jpg | Fake | Real | 0.4567
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_387_311_frame7.jpg | Fake | Real | 0.3323
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_24_19__secret_conversation__NPZW2Z9L_frame9.jpg | Fake | Real | 0.2599
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_06__walking_and_outside_surprised_frame2.jpg | Real | Fake | 0.9111
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_055_frame8.jpg | Real | Fake | 0.5478
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_021_frame1.jpg | Real | Fake | 0.5608
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_440_frame3.jpg | Real | Fake | 0.6069
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_158_379_frame4.jpg | Fake | Real | 0.4964
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_853_863_frame8.jpg | Fake | Real | 0.4787
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_470_468_frame9.jpg | Fake | Real | 0.4471
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_22_23__walking_outside_cafe_disgusted__J8JK3NBV_frame1.jpg | Fake | Real | 0.4274
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_25__secret_conversation_frame8.jpg | Real | Fake | 0.6289
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_037_072_frame6.jpg | Fake | Real | 0.3816
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_554_572_frame2.jpg | Fake | Real | 0.2558
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_003_000_frame0.jpg | Fake | Real | 0.3769
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_04__walking_down_street_outside_angry_frame5.jpg | Real | Fake | 0.6162
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_094_111_frame3.jpg | Fake | Real | 0.4774
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_765_frame9.jpg | Real | Fake | 0.9381
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_148_133_frame5.jpg | Fake | Real | 0.4324
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_425_485_frame8.jpg | Fake | Real | 0.3953
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_03__walking_down_street_outside_angry_frame6.jpg | Real | Fake | 0.6217
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_098_092_frame0.jpg | Fake | Real | 0.3777
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_233_995_frame6.jpg | Fake | Real | 0.4125
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_227_169_frame6.jpg | Fake | Real | 0.2609
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_03__walking_down_indoor_hall_disgust__OY4I7ZU8_frame2.jpg | Fake | Real | 0.4962
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_098_092_frame5.jpg | Fake | Real | 0.4931
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_597_595_frame9.jpg | Fake | Real | 0.3463
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_05_16__walking_outside_cafe_disgusted__O56DDU3S_frame7.jpg | Fake | Real | 0.4166
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_269_frame6.jpg | Real | Fake | 0.6269
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_17_08__exit_phone_room__CFIY1YEQ_frame0.jpg | Fake | Real | 0.3706
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_174_964_frame9.jpg | Fake | Real | 0.4536
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_13__walking_outside_cafe_disgusted_frame9.jpg | Real | Fake | 0.5389
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_03_07__outside_talking_pan_laughing__IFSURI9X_frame6.jpg | Fake | Real | 0.4482
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_18__walking_down_indoor_hall_disgust__0YRBHIKG_frame5.jpg | Fake | Real | 0.3377
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_884_968_frame7.jpg | Fake | Real | 0.4240
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_850_764_frame1.jpg | Fake | Real | 0.3506
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_567_606_frame9.jpg | Fake | Real | 0.4193
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_869_780_frame4.jpg | Fake | Real | 0.4966
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_923_023_frame8.jpg | Fake | Real | 0.4946
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_102_frame5.jpg | Real | Fake | 0.5463
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_036_035_frame7.jpg | Fake | Real | 0.3658
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_27_13__walking_and_outside_surprised__A1OSUJE9_frame6.jpg | Fake | Real | 0.3038
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_427_637_frame5.jpg | Fake | Real | 0.4973
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_456_435_frame3.jpg | Fake | Real | 0.2266
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_02_06__walking_down_indoor_hall_disgust__GH8TGTBS_frame6.jpg | Fake | Real | 0.4187
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_20__walking_down_indoor_hall_disgust_frame0.jpg | Real | Fake | 0.9162
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_02__meeting_serious_frame9.jpg | Real | Fake | 0.6999
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_24_19__secret_conversation__QD5K7BP2_frame9.jpg | Fake | Real | 0.2954
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_01__walking_and_outside_surprised__01YF7VQM_frame3.jpg | Fake | Real | 0.4397
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_444_655_frame5.jpg | Fake | Real | 0.2850
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_049_946_frame7.jpg | Fake | Real | 0.2426
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_493_frame8.jpg | Real | Fake | 0.5288
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_255_214_frame8.jpg | Fake | Real | 0.4562
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_485_425_frame5.jpg | Fake | Real | 0.3673
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_675_608_frame6.jpg | Fake | Real | 0.4094
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_834_852_frame8.jpg | Fake | Real | 0.4310
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_227_frame0.jpg | Real | Fake | 0.8955
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_506_478_frame5.jpg | Fake | Real | 0.4896
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_238_frame4.jpg | Real | Fake | 0.6680
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_22_23__walking_and_outside_surprised__J671JKCH_frame7.jpg | Fake | Real | 0.4491
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_662_641_frame8.jpg | Fake | Real | 0.4084
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_653_frame7.jpg | Real | Fake | 0.7630
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_06_03__hugging_happy__4I8LRXWF_frame8.jpg | Fake | Real | 0.3582
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_818_frame4.jpg | Real | Fake | 0.6642
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_680_486_frame5.jpg | Fake | Real | 0.3081
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_851_frame0.jpg | Real | Fake | 0.7960
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_907_795_frame4.jpg | Fake | Real | 0.4540
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_671_frame6.jpg | Real | Fake | 0.9586
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_226_frame3.jpg | Real | Fake | 0.8798
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_486_frame6.jpg | Real | Fake | 0.6817
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_24__secret_conversation_frame8.jpg | Real | Fake | 0.6220
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_132_frame1.jpg | Real | Fake | 0.7211
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_925_frame8.jpg | Real | Fake | 0.6706
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_091_116_frame1.jpg | Fake | Real | 0.2982
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_930_763_frame0.jpg | Fake | Real | 0.4775
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_254_261_frame1.jpg | Fake | Real | 0.3423
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_567_606_frame0.jpg | Fake | Real | 0.3766
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_105_180_frame5.jpg | Fake | Real | 0.1446
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_07_26__outside_talking_pan_laughing__FGNGC2GT_frame1.jpg | Fake | Real | 0.4128
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_508_831_frame1.jpg | Fake | Real | 0.4522
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_095_053_frame5.jpg | Fake | Real | 0.4574
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_24_19__secret_conversation__LVZNRK9S_frame3.jpg | Fake | Real | 0.1773
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_004_frame1.jpg | Real | Fake | 0.5619
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_13__outside_talking_still_laughing_frame2.jpg | Real | Fake | 0.6059
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_21_11__walking_outside_cafe_disgusted__DU9VH27B_frame1.jpg | Fake | Real | 0.4602
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_448_361_frame6.jpg | Fake | Real | 0.2805
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_044_945_frame8.jpg | Fake | Real | 0.3763
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_07_02__exit_phone_room__1JCLEEBQ_frame1.jpg | Fake | Real | 0.4523
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_597_595_frame8.jpg | Fake | Real | 0.4330
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_274_412_frame2.jpg | Fake | Real | 0.3493
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_148_133_frame0.jpg | Fake | Real | 0.3792
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_07__walking_down_indoor_hall_disgust__P9QFO50U_frame4.jpg | Fake | Real | 0.1977
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_521_frame6.jpg | Real | Fake | 0.6529
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_411_410_frame2.jpg | Fake | Real | 0.4986
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_067_025_frame3.jpg | Fake | Real | 0.2812
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_691_frame5.jpg | Real | Fake | 0.7596
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_537_frame1.jpg | Real | Fake | 0.7137
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_699_734_frame8.jpg | Fake | Real | 0.4294
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_344_020_frame9.jpg | Fake | Real | 0.1106
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_20_12__walking_down_indoor_hall_disgust__GHPWDH3C_frame7.jpg | Fake | Real | 0.3373
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_882_952_frame0.jpg | Fake | Real | 0.4290
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_813_700_frame0.jpg | Fake | Real | 0.4171
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_11__kitchen_pan_frame2.jpg | Real | Fake | 0.7557
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_605_frame3.jpg | Real | Fake | 0.8438
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_12_25__walking_outside_cafe_disgusted__0SA36BZ5_frame9.jpg | Fake | Real | 0.4885
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_776_frame4.jpg | Real | Fake | 0.8368
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_12__walking_down_indoor_hall_disgust__N0SRODQD_frame8.jpg | Fake | Real | 0.3920
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_858_frame9.jpg | Real | Fake | 0.6358
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_441_439_frame4.jpg | Fake | Real | 0.4601
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_24__talking_angry_couch_frame8.jpg | Real | Fake | 0.5018
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_328_frame9.jpg | Real | Fake | 0.5384
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_444_frame7.jpg | Real | Fake | 0.5727
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_574_frame7.jpg | Real | Fake | 0.5167
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_115_frame9.jpg | Real | Fake | 0.7296
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_06__walking_and_outside_surprised_frame0.jpg | Real | Fake | 0.6986
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_15__talking_angry_couch_frame7.jpg | Real | Fake | 0.5240
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_324_356_frame3.jpg | Fake | Real | 0.3591
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_765_frame3.jpg | Real | Fake | 0.5600
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_314_frame5.jpg | Real | Fake | 0.5667
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_345_259_frame6.jpg | Fake | Real | 0.4016
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_594_frame3.jpg | Real | Fake | 0.6255
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_846_frame4.jpg | Real | Fake | 0.5531
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_028_068_frame9.jpg | Fake | Real | 0.2476
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_22_23__walking_and_outside_surprised__TU7RHG0S_frame0.jpg | Fake | Real | 0.3159
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_021_frame7.jpg | Real | Fake | 0.8710
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_771_frame7.jpg | Real | Fake | 0.5427
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_14__walking_outside_cafe_disgusted_frame4.jpg | Real | Fake | 0.5772
