error_type,sample_index,image_path,actual_label,predicted_label,confidence
fake_as_real,575,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_06_18__outside_talking_pan_laughing__UIQG2RF4_frame5.jpg,fake,real,0.8011832535266876
fake_as_real,589,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_27_02__walking_down_indoor_hall_disgust__3L1MLH3D_frame1.jpg,fake,real,0.5378635823726654
fake_as_real,619,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_305_513_frame8.jpg,fake,real,0.5688192248344421
fake_as_real,645,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_18_09__outside_talking_still_laughing__3VP8836C_frame5.jpg,fake,real,0.6583643853664398
fake_as_real,649,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_569_921_frame5.jpg,fake,real,0.5326306819915771
fake_as_real,653,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_13_26__podium_speech_happy__1ZRIYSSU_frame6.jpg,fake,real,0.5287530720233917
fake_as_real,674,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_857_909_frame9.jpg,fake,real,0.7632405459880829
fake_as_real,677,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_442_195_frame3.jpg,fake,real,0.6074763834476471
fake_as_real,698,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_443_514_frame4.jpg,fake,real,0.6623831391334534
fake_as_real,700,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_042_084_frame0.jpg,fake,real,0.6334018111228943
fake_as_real,705,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_028_068_frame9.jpg,fake,real,0.6598727405071259
fake_as_real,720,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_723_704_frame2.jpg,fake,real,0.5045180916786194
fake_as_real,736,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_24_19__talking_against_wall__QD5K7BP2_frame2.jpg,fake,real,0.6569432020187378
fake_as_real,752,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_355_748_frame8.jpg,fake,real,0.5831194818019867
fake_as_real,757,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_18_06__walking_outside_cafe_disgusted__OWJY9LQU_frame0.jpg,fake,real,0.5129055678844452
fake_as_real,776,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_07__walking_down_indoor_hall_disgust__P9QFO50U_frame5.jpg,fake,real,0.6075541973114014
fake_as_real,782,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_21__walking_and_outside_surprised__N0WM4GSV_frame1.jpg,fake,real,0.617355227470398
fake_as_real,788,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_07_06__outside_talking_pan_laughing__NMGYPBXE_frame3.jpg,fake,real,0.7942700386047363
fake_as_real,825,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_01_03__outside_talking_pan_laughing__ISF9SP4G_frame3.jpg,fake,real,0.5098715126514435
fake_as_real,828,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_03_14__meeting_serious__KJ221YN0_frame0.jpg,fake,real,0.5235004425048828
fake_as_real,835,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_526_436_frame7.jpg,fake,real,0.6661583781242371
fake_as_real,857,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_784_769_frame6.jpg,fake,real,0.6750023663043976
fake_as_real,881,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_704_723_frame9.jpg,fake,real,0.6635951697826385
fake_as_real,906,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_176_190_frame7.jpg,fake,real,0.6611277461051941
fake_as_real,941,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_03__walking_and_outside_surprised__P1L5PF4I_frame1.jpg,fake,real,0.6232843101024628
fake_as_real,948,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_26_25__walking_outside_cafe_disgusted__0UFFR3U1_frame0.jpg,fake,real,0.5611418783664703
fake_as_real,972,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_302_323_frame6.jpg,fake,real,0.5016533732414246
fake_as_real,975,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_24_19__secret_conversation__LVZNRK9S_frame2.jpg,fake,real,0.842266395688057
fake_as_real,978,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_033_097_frame7.jpg,fake,real,0.5422435402870178
fake_as_real,987,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_327_329_frame1.jpg,fake,real,0.5259114503860474
fake_as_real,1032,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_22_23__walking_outside_cafe_disgusted__J8JK3NBV_frame1.jpg,fake,real,0.6283285617828369
fake_as_real,1091,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_06_18__outside_talking_pan_laughing__DEA1TCLN_frame4.jpg,fake,real,0.5877158045768738
fake_as_real,1107,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_596_609_frame5.jpg,fake,real,0.7539176642894745
fake_as_real,1141,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_108_052_frame5.jpg,fake,real,0.5981446504592896
fake_as_real,1148,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_499_539_frame0.jpg,fake,real,0.7268732190132141
fake_as_real,1150,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_926_900_frame6.jpg,fake,real,0.6296698451042175
fake_as_real,1196,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_02_15__podium_speech_happy__I8G2LWD1_frame9.jpg,fake,real,0.5148138105869293
fake_as_real,1212,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_02_13__walking_down_indoor_hall_disgust__CP5HFV3K_frame9.jpg,fake,real,0.5867421329021454
fake_as_real,1213,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_548_632_frame2.jpg,fake,real,0.706018477678299
fake_as_real,1218,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_187_234_frame4.jpg,fake,real,0.7713446915149689
fake_as_real,1226,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_765_867_frame3.jpg,fake,real,0.8185426294803619
fake_as_real,1236,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_765_867_frame3.jpg,fake,real,0.7670530527830124
fake_as_real,1244,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_525_509_frame4.jpg,fake,real,0.6466751992702484
fake_as_real,1279,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_18_06__walking_outside_cafe_disgusted__OWJY9LQU_frame3.jpg,fake,real,0.5982256233692169
fake_as_real,1287,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_974_953_frame3.jpg,fake,real,0.6104283332824707
fake_as_real,1324,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_896_128_frame4.jpg,fake,real,0.6726940274238586
fake_as_real,1337,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_674_744_frame0.jpg,fake,real,0.673274964094162
fake_as_real,1347,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_620_619_frame7.jpg,fake,real,0.520113617181778
fake_as_real,1366,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_02__walking_down_indoor_hall_disgust__HTG660F8_frame0.jpg,fake,real,0.502644419670105
fake_as_real,1383,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_04_03__talking_angry_couch__T04P6ELC_frame5.jpg,fake,real,0.5092729032039642
fake_as_real,1387,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_18_13__outside_talking_still_laughing__3II4T6H5_frame5.jpg,fake,real,0.7768896520137787
fake_as_real,1431,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_568_628_frame8.jpg,fake,real,0.5440409779548645
fake_as_real,1453,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_353_383_frame4.jpg,fake,real,0.5402304232120514
fake_as_real,1456,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_455_471_frame0.jpg,fake,real,0.5930612683296204
fake_as_real,1492,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_394_373_frame2.jpg,fake,real,0.5704799294471741
fake_as_real,1536,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_239_218_frame0.jpg,fake,real,0.7002086937427521
fake_as_real,1546,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_06_18__podium_speech_happy__DEA1TCLN_frame2.jpg,fake,real,0.5549553334712982
fake_as_real,1556,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_874_291_frame7.jpg,fake,real,0.5876233577728271
fake_as_real,1601,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_327_329_frame9.jpg,fake,real,0.5192850232124329
fake_as_real,1623,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_443_514_frame7.jpg,fake,real,0.6502726376056671
fake_as_real,1624,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_07_26__outside_talking_pan_laughing__FGNGC2GT_frame1.jpg,fake,real,0.8260383009910583
fake_as_real,1652,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_490_534_frame4.jpg,fake,real,0.6089803874492645
fake_as_real,1656,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_711_681_frame6.jpg,fake,real,0.5399998426437378
fake_as_real,1665,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_978_975_frame4.jpg,fake,real,0.7638218402862549
fake_as_real,1697,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_236_237_frame1.jpg,fake,real,0.7008888721466064
fake_as_real,1698,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_506_478_frame5.jpg,fake,real,0.5561040937900543
fake_as_real,1700,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_789_753_frame4.jpg,fake,real,0.6272843182086945
fake_as_real,1716,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_217_117_frame0.jpg,fake,real,0.6449415385723114
fake_as_real,1720,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_823_584_frame0.jpg,fake,real,0.5683902502059937
fake_as_real,1729,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_308_388_frame2.jpg,fake,real,0.5481896102428436
fake_as_real,1735,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_509_525_frame6.jpg,fake,real,0.6764222979545593
fake_as_real,1746,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_19_24__walking_down_street_outside_angry__QD5K7BP2_frame8.jpg,fake,real,0.5409403443336487
fake_as_real,1748,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_162_330_frame8.jpg,fake,real,0.51473069190979
fake_as_real,1755,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_12_25__walking_and_outside_surprised__FQE07ND1_frame1.jpg,fake,real,0.657282292842865
fake_as_real,1756,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_621_546_frame6.jpg,fake,real,0.5378572642803192
fake_as_real,1777,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_02_25__walking_and_outside_surprised__Z7FQ69VP_frame5.jpg,fake,real,0.5040516555309296
fake_as_real,1807,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_862_047_frame0.jpg,fake,real,0.6167430877685547
fake_as_real,1817,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_140_143_frame0.jpg,fake,real,0.5204426050186157
fake_as_real,1863,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_592_500_frame9.jpg,fake,real,0.7457820177078247
fake_as_real,1882,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_06_12__walking_down_indoor_hall_disgust__3K21NFNM_frame6.jpg,fake,real,0.503635823726654
fake_as_real,1895,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_751_752_frame9.jpg,fake,real,0.6145047545433044
fake_as_real,1926,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_009_027_frame4.jpg,fake,real,0.5138507783412933
fake_as_real,1928,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_482_465_frame8.jpg,fake,real,0.6262007653713226
fake_as_real,1938,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_236_237_frame9.jpg,fake,real,0.790185809135437
fake_as_real,1966,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_03__walking_and_outside_surprised__DG8ITQO3_frame1.jpg,fake,real,0.5242781043052673
fake_as_real,1970,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_284_263_frame1.jpg,fake,real,0.7427956461906433
fake_as_real,1976,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_002_006_frame8.jpg,fake,real,0.6987081468105316
fake_as_real,1980,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_506_478_frame3.jpg,fake,real,0.538713276386261
fake_as_real,2004,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_740_796_frame6.jpg,fake,real,0.7274511158466339
fake_as_real,2030,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_311_387_frame5.jpg,fake,real,0.5331449806690216
fake_as_real,2033,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_878_866_frame5.jpg,fake,real,0.6235259771347046
fake_as_real,2034,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_725_724_frame8.jpg,fake,real,0.806299164891243
fake_as_real,2066,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_016_209_frame8.jpg,fake,real,0.7244651913642883
fake_as_real,2079,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_539_499_frame9.jpg,fake,real,0.5982951521873474
fake_as_real,2080,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_115_939_frame2.jpg,fake,real,0.6172724068164825
fake_as_real,2081,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_26_06__walk_down_hall_angry__L5BVR5L9_frame9.jpg,fake,real,0.6112107932567596
fake_as_real,2088,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_18__walking_down_indoor_hall_disgust__0YRBHIKG_frame5.jpg,fake,real,0.5813714265823364
fake_as_real,2128,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_310_196_frame0.jpg,fake,real,0.5783452987670898
fake_as_real,2147,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_765_867_frame4.jpg,fake,real,0.8138047307729721
fake_as_real,2152,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_23_19__walking_and_outside_surprised__F7U8UY7V_frame6.jpg,fake,real,0.6986563503742218
fake_as_real,2167,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_667_446_frame9.jpg,fake,real,0.6757645905017853
fake_as_real,2174,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_110_043_frame7.jpg,fake,real,0.5384320318698883
fake_as_real,2181,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_399_488_frame2.jpg,fake,real,0.631718635559082
fake_as_real,2184,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_22_19__walking_outside_cafe_disgusted__VK6BF5NV_frame0.jpg,fake,real,0.7010854184627533
fake_as_real,2198,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_12_06__walking_down_indoor_hall_disgust__3K21NFNM_frame8.jpg,fake,real,0.5116885900497437
fake_as_real,2205,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_930_763_frame9.jpg,fake,real,0.512566864490509
fake_as_real,2212,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_976_954_frame1.jpg,fake,real,0.693757027387619
fake_as_real,2250,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_869_780_frame7.jpg,fake,real,0.705613911151886
fake_as_real,2271,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_512_495_frame2.jpg,fake,real,0.7104606032371521
fake_as_real,2306,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_448_361_frame0.jpg,fake,real,0.8022635132074356
fake_as_real,2311,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_765_867_frame4.jpg,fake,real,0.6624657511711121
fake_as_real,2381,G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_602_397_frame1.jpg,fake,real,0.5922103524208069
