List of misclassified samples:
Image Path | True Label | Predicted Label | Predicted Probability
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_447_431_frame4.jpg | Fake | Real | 0.4045
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_03_14__walking_and_outside_surprised__P1L5PF4I_frame7.jpg | Fake | Real | 0.3836
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_676_776_frame9.jpg | Fake | Real | 0.1948
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_566_617_frame3.jpg | Fake | Real | 0.4557
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_156_243_frame2.jpg | Fake | Real | 0.4563
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_017_803_frame0.jpg | Fake | Real | 0.4841
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_602_397_frame6.jpg | Fake | Real | 0.3864
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_626_frame8.jpg | Real | Fake | 0.5087
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_28_05__exit_phone_room__VR9127O1_frame0.jpg | Fake | Real | 0.4007
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_264_271_frame5.jpg | Fake | Real | 0.3690
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_13_26__podium_speech_happy__1ZRIYSSU_frame6.jpg | Fake | Real | 0.2771
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_427_637_frame5.jpg | Fake | Real | 0.4276
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_18__walking_and_outside_surprised__6SB2BR0A_frame3.jpg | Fake | Real | 0.4102
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_659_frame0.jpg | Real | Fake | 0.5525
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_923_023_frame8.jpg | Fake | Real | 0.4147
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_02_27__meeting_serious__QW05XUUZ_frame3.jpg | Fake | Real | 0.4776
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_19_24__podium_speech_happy__QD5K7BP2_frame2.jpg | Fake | Real | 0.4942
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_664_668_frame9.jpg | Fake | Real | 0.1707
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_06__walking_down_indoor_hall_disgust__8U9ULZDT_frame7.jpg | Fake | Real | 0.2655
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_02__walking_and_outside_surprised__MZWH8ATN_frame2.jpg | Fake | Real | 0.3813
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_02_06__walking_and_outside_surprised__O9WOC1KJ_frame6.jpg | Fake | Real | 0.3128
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_801_855_frame4.jpg | Fake | Real | 0.4870
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_115_939_frame8.jpg | Fake | Real | 0.2206
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_933_frame6.jpg | Real | Fake | 0.5084
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_429_frame5.jpg | Real | Fake | 0.6072
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_200_frame7.jpg | Real | Fake | 0.7713
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_357_432_frame7.jpg | Fake | Real | 0.4064
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_27_13__walking_and_outside_surprised__A1OSUJE9_frame3.jpg | Fake | Real | 0.4501
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_257_frame1.jpg | Real | Fake | 0.5259
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_03__walking_outside_cafe_disgusted_frame4.jpg | Real | Fake | 0.8295
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_128_frame2.jpg | Real | Fake | 0.7227
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_187_234_frame0.jpg | Fake | Real | 0.4877
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_470_468_frame0.jpg | Fake | Real | 0.3602
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_107_frame2.jpg | Real | Fake | 0.5017
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_14__walking_down_indoor_hall_disgust_frame6.jpg | Real | Fake | 0.5029
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_640_frame1.jpg | Real | Fake | 0.6412
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_25_21__walking_outside_cafe_disgusted__2R46UX3R_frame8.jpg | Fake | Real | 0.4207
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_319_352_frame1.jpg | Fake | Real | 0.4348
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_673_728_frame8.jpg | Fake | Real | 0.2575
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_03__walking_down_street_outside_angry_frame6.jpg | Real | Fake | 0.6126
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_640_frame9.jpg | Real | Fake | 0.7121
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_345_frame4.jpg | Real | Fake | 0.5978
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_760_611_frame2.jpg | Fake | Real | 0.4866
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_25_12__walk_down_hall_angry__I2X1XTCC_frame8.jpg | Fake | Real | 0.3236
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_16_08__hugging_happy__8Q7JCS95_frame8.jpg | Fake | Real | 0.2785
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_626_562_frame0.jpg | Fake | Real | 0.2303
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_06_27__walking_and_outside_surprised__SZWVBWY4_frame7.jpg | Fake | Real | 0.1865
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_26_06__walk_down_hall_angry__L5BVR5L9_frame2.jpg | Fake | Real | 0.4403
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_24_19__secret_conversation__LVZNRK9S_frame2.jpg | Fake | Real | 0.3702
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_061_080_frame7.jpg | Fake | Real | 0.2582
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_972_frame9.jpg | Real | Fake | 0.6564
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_477_frame5.jpg | Real | Fake | 0.5527
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_427_637_frame9.jpg | Fake | Real | 0.4168
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_315_frame5.jpg | Real | Fake | 0.6114
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_462_467_frame4.jpg | Fake | Real | 0.4029
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_909_frame5.jpg | Real | Fake | 0.6003
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_01_27__hugging_happy__ZYCZ30C0_frame7.jpg | Fake | Real | 0.3332
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_07__walking_outside_cafe_disgusted_frame2.jpg | Real | Fake | 0.5043
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_28_08__exit_phone_room__KXO8S7OP_frame2.jpg | Fake | Real | 0.4995
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_269_frame6.jpg | Real | Fake | 0.6974
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_094_111_frame3.jpg | Fake | Real | 0.4408
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_359_317_frame9.jpg | Fake | Real | 0.4029
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_883_013_frame1.jpg | Fake | Real | 0.4740
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_03_02__walking_and_outside_surprised__GYX5OFTD_frame2.jpg | Fake | Real | 0.3791
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_12_06__walking_and_outside_surprised__3K21NFNM_frame6.jpg | Fake | Real | 0.2908
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_706_479_frame7.jpg | Fake | Real | 0.4507
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_02_12__walking_and_outside_surprised__9D2ZHEKW_frame7.jpg | Fake | Real | 0.2444
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_24_19__secret_conversation__NPZW2Z9L_frame9.jpg | Fake | Real | 0.2697
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_930_763_frame9.jpg | Fake | Real | 0.3446
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_589_frame7.jpg | Real | Fake | 0.6807
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_087_081_frame2.jpg | Fake | Real | 0.3870
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_530_594_frame0.jpg | Fake | Real | 0.4490
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_22__outside_talking_pan_laughing_frame9.jpg | Real | Fake | 0.5237
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_303_309_frame7.jpg | Fake | Real | 0.4736
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_593_577_frame0.jpg | Fake | Real | 0.3946
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_07_26__exit_phone_room__FGNGC2GT_frame0.jpg | Fake | Real | 0.4511
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_669_frame3.jpg | Real | Fake | 0.7575
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_405_393_frame6.jpg | Fake | Real | 0.4207
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_004_frame8.jpg | Real | Fake | 0.5035
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_014_790_frame9.jpg | Fake | Real | 0.4521
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_650_625_frame5.jpg | Fake | Real | 0.4057
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_04_02__outside_talking_still_laughing__8CH7R4LW_frame4.jpg | Fake | Real | 0.4321
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_26_13__podium_speech_happy__U5ELHUN5_frame9.jpg | Fake | Real | 0.2949
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_685_613_frame4.jpg | Fake | Real | 0.4676
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_581_697_frame6.jpg | Fake | Real | 0.3925
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_20_13__walk_down_hall_angry__NJEO6L5O_frame4.jpg | Fake | Real | 0.3544
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_704_723_frame9.jpg | Fake | Real | 0.2399
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_055_frame8.jpg | Real | Fake | 0.5091
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_03_04__outside_talking_pan_laughing__T04P6ELC_frame4.jpg | Fake | Real | 0.4486
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_12_25__podium_speech_happy__G26LG5N7_frame1.jpg | Fake | Real | 0.4985
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_03_15__walking_and_outside_surprised__OY4I7ZU8_frame2.jpg | Fake | Real | 0.3107
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_21_09__walking_down_indoor_hall_disgust__JEELOMN2_frame5.jpg | Fake | Real | 0.3457
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_27_25__walking_and_outside_surprised__1KU29EUL_frame0.jpg | Fake | Real | 0.4941
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_843_frame9.jpg | Real | Fake | 0.6304
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_405_frame4.jpg | Real | Fake | 0.6409
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_actors_15__talking_angry_couch_frame3.jpg | Real | Fake | 0.5195
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_22_23__walking_and_outside_surprised__TU7RHG0S_frame6.jpg | Fake | Real | 0.4272
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_430_459_frame3.jpg | Fake | Real | 0.4970
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_298_279_frame9.jpg | Fake | Real | 0.2394
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Deepfakes_243_156_frame4.jpg | Fake | Real | 0.4184
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_20_26__podium_speech_happy__1UEDQ3GY_frame6.jpg | Fake | Real | 0.2754
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_12_13__walking_and_outside_surprised__DJ7MF331_frame2.jpg | Fake | Real | 0.4496
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_27_25__exit_phone_room__1KU29EUL_frame0.jpg | Fake | Real | 0.2069
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_673_728_frame1.jpg | Fake | Real | 0.2921
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_204_230_frame1.jpg | Fake | Real | 0.4509
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_07_11__talking_angry_couch__PGC20QSY_frame3.jpg | Fake | Real | 0.4452
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_269_268_frame5.jpg | Fake | Real | 0.4793
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_25_13__exit_phone_room__7YMTAF29_frame7.jpg | Fake | Real | 0.4716
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_437_frame0.jpg | Real | Fake | 0.5233
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_949_868_frame3.jpg | Fake | Real | 0.4741
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_20_13__kitchen_still__NJEO6L5O_frame4.jpg | Fake | Real | 0.4539
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_345_259_frame9.jpg | Fake | Real | 0.3553
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_21_25__hugging_happy__2R46UX3R_frame5.jpg | Fake | Real | 0.3240
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_531_549_frame4.jpg | Fake | Real | 0.4308
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_019_018_frame2.jpg | Fake | Real | 0.4635
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_675_frame9.jpg | Real | Fake | 0.5554
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceShifter_528_510_frame7.jpg | Fake | Real | 0.2880
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_777_frame7.jpg | Real | Fake | 0.8923
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_910_911_frame3.jpg | Fake | Real | 0.4409
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_04_02__walk_down_hall_angry__SUIZOXAJ_frame1.jpg | Fake | Real | 0.3823
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_622_frame9.jpg | Real | Fake | 0.7336
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_14__walking_and_outside_surprised__OMLZILK3_frame9.jpg | Fake | Real | 0.1446
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_24_19__secret_conversation__LVZNRK9S_frame3.jpg | Fake | Real | 0.2981
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_288_frame4.jpg | Real | Fake | 0.5426
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_452_550_frame4.jpg | Fake | Real | 0.1915
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_15_01__walking_and_outside_surprised__02HILKYO_frame5.jpg | Fake | Real | 0.3556
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_765_frame9.jpg | Real | Fake | 0.8416
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_235_194_frame1.jpg | Fake | Real | 0.2719
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_255_214_frame3.jpg | Fake | Real | 0.3190
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_03_01__walking_and_outside_surprised__JZUXXFRB_frame8.jpg | Fake | Real | 0.3611
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_12_15__walking_and_outside_surprised__N0SRODQD_frame8.jpg | Fake | Real | 0.1372
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_492_325_frame5.jpg | Fake | Real | 0.4240
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_12_26__kitchen_pan__HEKDCIHW_frame9.jpg | Fake | Real | 0.4564
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_075_frame9.jpg | Real | Fake | 0.7618
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_937_888_frame1.jpg | Fake | Real | 0.2068
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_26_25__walking_outside_cafe_disgusted__XKQAYTLI_frame5.jpg | Fake | Real | 0.4729
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_115_frame9.jpg | Real | Fake | 0.5323
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_240_frame7.jpg | Real | Fake | 0.5117
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_Face2Face_797_844_frame2.jpg | Fake | Real | 0.3645
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_FaceSwap_660_634_frame6.jpg | Fake | Real | 0.4666
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_14_26__kitchen_pan__ILLP29ZH_frame2.jpg | Fake | Real | 0.4269
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_NeuralTextures_295_099_frame6.jpg | Fake | Real | 0.4714
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/fake_DeepFakeDetection_06_18__walking_and_outside_surprised__MVXBDKGB_frame3.jpg | Fake | Real | 0.3163
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_486_frame6.jpg | Real | Fake | 0.5555
G:/Hiep/Deepfake_Detection/data_preprocessing/frames/frames_mtcnn_rgb_full/real_youtube_972_frame3.jpg | Real | Fake | 0.8357
